# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,2.258656661942152200e-01
4.392845456035934966e-03,1.270135980426560229e-01
7.811706625951745156e-03,4.285499702430091151e-01
1.389139705019461560e-02,7.631393008930048572e-01
2.470278535103651030e-02,9.712223646351257900e-01
4.392845456035934792e-02,9.653033451241856966e-01
7.811706625951746197e-02,9.070974370143692900e-01
1.389139705019461490e-01,1.008147181706022355e+00
2.470278535103651030e-01,1.061568631112811856e+00
4.392845456035935348e-01,9.640332091437593398e-01
7.811706625951745364e-01,1.032805428285652027e+00
