# pos_1,average_velocity_axis
1.389139705019461386e-03,3.796697208608577900e-02
2.470278535103650856e-03,3.187088685503324664e-02
4.392845456035934966e-03,3.116148045016809212e-02
7.811706625951745156e-03,3.610850008585441556e-02
1.389139705019461560e-02,3.663750902442991508e-02
2.470278535103651030e-02,4.112984024688268875e-02
4.392845456035934792e-02,5.314829590088217259e-02
7.811706625951746197e-02,6.185495963933296953e-02
1.389139705019461490e-01,6.455901451206343122e-02
2.470278535103651030e-01,6.946835769873484223e-02
4.392845456035935348e-01,7.971090829712794423e-02
7.811706625951745364e-01,9.060615949370741384e-02
