# pos_1,average_velocity_axis
1.389139705019461386e-03,9.659649122807136001e-02
2.470278535103650856e-03,1.393258093258154529e-01
4.392845456035934966e-03,1.444843166542215951e-01
7.811706625951745156e-03,2.002120379620332680e-01
1.389139705019461560e-02,1.604074434707350727e-01
2.470278535103651030e-02,1.350378028821203613e-01
4.392845456035934792e-02,1.503298381008302820e-01
7.811706625951746197e-02,1.693070539161902477e-01
1.389139705019461490e-01,1.649757050739269482e-01
2.470278535103651030e-01,1.765061184709235120e-01
4.392845456035935348e-01,2.161232491306222248e-01
7.811706625951745364e-01,3.601793165273373121e-01
