# pos_1,concentration
1.389139705019461386e-03,8.040585678007784454e-01
2.470278535103650856e-03,3.391165204108078646e-01
4.392845456035934966e-03,8.899297562481841561e-01
7.811706625951745156e-03,6.613013679582979698e-01
1.389139705019461560e-02,6.130946579480933689e-01
2.470278535103651030e-02,9.099626631023345347e-01
4.392845456035934792e-02,1.077450669171908348e+00
7.811706625951746197e-02,1.168894850391153595e+00
1.389139705019461490e-01,1.099550091467564217e+00
2.470278535103651030e-01,1.052391601674873556e+00
4.392845456035935348e-01,9.846437088774551150e-01
7.811706625951745364e-01,9.715768206003535523e-01
