# pos_1,average_velocity_axis
1.389139705019461386e-03,6.072874979805670953e-02
2.470278535103650856e-03,6.517527156013855349e-02
4.392845456035934966e-03,5.963684171359123765e-02
7.811706625951745156e-03,5.256771964207426762e-02
1.389139705019461560e-02,4.597460234880983154e-02
2.470278535103651030e-02,4.965170932162425027e-02
4.392845456035934792e-02,6.507155541480094674e-02
7.811706625951746197e-02,7.900288685802009381e-02
1.389139705019461490e-01,9.555991350992534827e-02
2.470278535103651030e-01,1.057791810850499947e-01
4.392845456035935348e-01,1.115801413985933466e-01
7.811706625951745364e-01,1.114463026512736571e-01
