# pos_1,average_velocity_axis
1.389139705019461386e-03,1.039136457412317971e-01
2.470278535103650856e-03,1.188407279942948619e-01
4.392845456035934966e-03,1.053947289269871607e-01
7.811706625951745156e-03,8.019297549761608690e-02
1.389139705019461560e-02,6.655722296526245252e-02
2.470278535103651030e-02,7.438315128581278468e-02
4.392845456035934792e-02,9.766101182400975522e-02
7.811706625951746197e-02,1.290929885091957885e-01
1.389139705019461490e-01,1.607811866416422319e-01
2.470278535103651030e-01,1.850826805263918740e-01
4.392845456035935348e-01,1.969692205049116684e-01
7.811706625951745364e-01,2.017951280150617477e-01
