# pos_1,average_velocity_axis
1.389139705019461386e-03,4.351163030690773093e-02
2.470278535103650856e-03,3.991640456506104218e-02
4.392845456035934966e-03,3.542396485652889865e-02
7.811706625951745156e-03,3.626767486764233966e-02
1.389139705019461560e-02,3.665298252557322445e-02
2.470278535103651030e-02,4.283786726806755596e-02
4.392845456035934792e-02,5.677355937989227164e-02
7.811706625951746197e-02,6.564655508822692109e-02
1.389139705019461490e-01,6.943831173988397609e-02
2.470278535103651030e-01,7.806788816745645343e-02
4.392845456035935348e-01,8.960504742983865789e-02
7.811706625951745364e-01,9.814971688733008237e-02
