# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,1.304452377000653307e+00
2.470278535103651030e-02,1.467094956660496718e+00
4.392845456035934792e-02,1.031260152635676608e+00
7.811706625951746197e-02,1.043856361528466614e+00
1.389139705019461490e-01,9.783392827504899802e-01
2.470278535103651030e-01,9.902890957458352350e-01
4.392845456035935348e-01,1.072510558741103903e+00
7.811706625951745364e-01,9.626675334095858849e-01
