# pos_1,concentration
1.389139705019461386e-03,1.004209137433094146e-01
2.470278535103650856e-03,4.517666376899067138e-01
4.392845456035934966e-03,5.716058618594934693e-01
7.811706625951745156e-03,4.642987524422566015e-01
1.389139705019461560e-02,7.933252185721439975e-01
2.470278535103651030e-02,8.978861924086898316e-01
4.392845456035934792e-02,1.019363786982763198e+00
7.811706625951746197e-02,9.910992600209708181e-01
1.389139705019461490e-01,9.359229160876434417e-01
2.470278535103651030e-01,1.049228016034808419e+00
4.392845456035935348e-01,1.025079845601358564e+00
7.811706625951745364e-01,1.001813846615792203e+00
