# pos_1,average_velocity_axis
1.389139705019461386e-03,3.389181629181654831e-02
2.470278535103650856e-03,3.535580406151660193e-02
4.392845456035934966e-03,3.810526905908175055e-02
7.811706625951745156e-03,3.724134263049801857e-02
1.389139705019461560e-02,3.867196059956849730e-02
2.470278535103651030e-02,4.750005015228862815e-02
4.392845456035934792e-02,5.823522938455997361e-02
7.811706625951746197e-02,6.770433759979384292e-02
1.389139705019461490e-01,7.323715837634901804e-02
2.470278535103651030e-01,7.414047015551403219e-02
4.392845456035935348e-01,7.074249540205304609e-02
7.811706625951745364e-01,6.527752564199428009e-02
