# pos_1,average_velocity_axis
1.389139705019461386e-03,1.376825585542738872e-01
2.470278535103650856e-03,1.475015308074995313e-01
4.392845456035934966e-03,1.678493785690267082e-01
7.811706625951745156e-03,1.210555462043448050e-01
1.389139705019461560e-02,1.157277323261611257e-01
2.470278535103651030e-02,1.105228010196431521e-01
4.392845456035934792e-02,1.439528693316583507e-01
7.811706625951746197e-02,1.722967187097581843e-01
1.389139705019461490e-01,2.288751917757595733e-01
2.470278535103651030e-01,2.917486706651153394e-01
4.392845456035935348e-01,3.401141209487185124e-01
7.811706625951745364e-01,3.740443114893363119e-01
