# pos_1,average_velocity_axis
1.389139705019461386e-03,7.740643675640143662e-02
2.470278535103650856e-03,8.453992256556364104e-02
4.392845456035934966e-03,8.459443631039587075e-02
7.811706625951745156e-03,7.129778941188959218e-02
1.389139705019461560e-02,6.253753006298913564e-02
2.470278535103651030e-02,6.491878109408513731e-02
4.392845456035934792e-02,7.720192465613724686e-02
7.811706625951746197e-02,1.003373825069544811e-01
1.389139705019461490e-01,1.205518269172701218e-01
2.470278535103651030e-01,1.462007801747759461e-01
4.392845456035935348e-01,1.727833767376172613e-01
7.811706625951745364e-01,1.875529336827953253e-01
