# pos_1,average_velocity_axis
1.389139705019461386e-03,8.114134644372857086e-02
2.470278535103650856e-03,8.209288535023599731e-02
4.392845456035934966e-03,8.147396153508422445e-02
7.811706625951745156e-03,7.232911838239815261e-02
1.389139705019461560e-02,7.377269134670619288e-02
2.470278535103651030e-02,9.034830867472012916e-02
4.392845456035934792e-02,1.096099505245799050e-01
7.811706625951746197e-02,1.228501592294773542e-01
1.389139705019461490e-01,1.278122072017656430e-01
2.470278535103651030e-01,1.273802433977146986e-01
4.392845456035935348e-01,1.216402427770619243e-01
7.811706625951745364e-01,1.140343639126400882e-01
