# pos_1,average_velocity_axis
1.389139705019461386e-03,8.007020164301614784e-02
2.470278535103650856e-03,9.721223354958259677e-02
4.392845456035934966e-03,1.035285165373316663e-01
7.811706625951745156e-03,1.093176212854671120e-01
1.389139705019461560e-02,7.528271728271748731e-02
2.470278535103651030e-02,8.085997723206982124e-02
4.392845456035934792e-02,9.482425034777650086e-02
7.811706625951746197e-02,1.188928547879345293e-01
1.389139705019461490e-01,1.216940116597825389e-01
2.470278535103651030e-01,1.471760166104237877e-01
4.392845456035935348e-01,1.910182720752459373e-01
7.811706625951745364e-01,2.702624961152388927e-01
