# pos_1,average_velocity_axis
1.389139705019461386e-03,1.977813593813614879e-01
2.470278535103650856e-03,1.141239646494657811e-01
4.392845456035934966e-03,1.128586300063576520e-01
7.811706625951745156e-03,9.994954591321987547e-02
1.389139705019461560e-02,8.358914243651041631e-02
2.470278535103651030e-02,8.471842166336147895e-02
4.392845456035934792e-02,1.035056790427221346e-01
7.811706625951746197e-02,1.248245653485511586e-01
1.389139705019461490e-01,1.524561941147914712e-01
2.470278535103651030e-01,1.921795773191111723e-01
4.392845456035935348e-01,2.536096180503966124e-01
7.811706625951745364e-01,3.279042404887647644e-01
