# pos_1,average_velocity_axis
1.389139705019461386e-03,2.231204486248081903e-02
2.470278535103650856e-03,2.226174190934884084e-02
4.392845456035934966e-03,2.096701042613247773e-02
7.811706625951745156e-03,1.961556775632434038e-02
1.389139705019461560e-02,2.011432559504889098e-02
2.470278535103651030e-02,2.451672129780124720e-02
4.392845456035934792e-02,3.102869736408905843e-02
7.811706625951746197e-02,3.551417894899778355e-02
1.389139705019461490e-01,3.914652780496029327e-02
2.470278535103651030e-01,4.362887684049836234e-02
4.392845456035935348e-01,5.099067998394753859e-02
7.811706625951745364e-01,5.887198003672264313e-02
