# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,2.041791457982193858e+00
7.811706625951745156e-03,2.296367428488084172e+00
1.389139705019461560e-02,2.582684605719886672e+00
2.470278535103651030e-02,4.720138422120015775e+00
4.392845456035934792e-02,2.041791457982193858e+00
7.811706625951746197e-02,1.263002085668446295e+00
1.389139705019461490e-01,1.937013454289914893e+00
2.470278535103651030e-01,1.089262712796926547e+00
4.392845456035935348e-01,6.942090957139460672e-01
7.811706625951745364e-01,7.348375771161869130e-01
