# pos_1,average_velocity_axis
1.389139705019461386e-03,4.974688926307070658e-02
2.470278535103650856e-03,4.940848084424434572e-02
4.392845456035934966e-03,4.762794059104843297e-02
7.811706625951745156e-03,4.580857958460485962e-02
1.389139705019461560e-02,4.640665673828475030e-02
2.470278535103651030e-02,5.221669264372886393e-02
4.392845456035934792e-02,5.985309988204184917e-02
7.811706625951746197e-02,6.764693457231860108e-02
1.389139705019461490e-01,7.039694479509360503e-02
2.470278535103651030e-01,6.870993976428964312e-02
4.392845456035935348e-01,6.505576506323428043e-02
7.811706625951745364e-01,6.027890668000671082e-02
