# pos_1,average_velocity_axis
1.389139705019461386e-03,2.705153425809078138e-01
2.470278535103650856e-03,3.119061464850945709e-01
4.392845456035934966e-03,1.801401448424346519e-01
7.811706625951745156e-03,1.745143964824347749e-01
1.389139705019461560e-02,1.458629893238460595e-01
2.470278535103651030e-02,1.323525784303607733e-01
4.392845456035934792e-02,1.559080822890993867e-01
7.811706625951746197e-02,1.777106517507357764e-01
1.389139705019461490e-01,2.170634568626924055e-01
2.470278535103651030e-01,2.598026701092604474e-01
4.392845456035935348e-01,3.515286508516618502e-01
7.811706625951745364e-01,5.134477295036353750e-01
