# pos_1,average_velocity_axis
1.389139705019461386e-03,4.409612737840939989e-02
2.470278535103650856e-03,3.887756159120017707e-02
4.392845456035934966e-03,3.164729267814105768e-02
7.811706625951745156e-03,2.744062399231991453e-02
1.389139705019461560e-02,2.754312611862247753e-02
2.470278535103651030e-02,3.431256162602312754e-02
4.392845456035934792e-02,4.429933310384378403e-02
7.811706625951746197e-02,5.618559695336301785e-02
1.389139705019461490e-01,6.545213884743102117e-02
2.470278535103651030e-01,7.112555794849619029e-02
4.392845456035935348e-01,7.057605046566310658e-02
7.811706625951745364e-01,6.576740261826161116e-02
