# pos_1,average_velocity_axis
1.389139705019461386e-03,3.599949822940783778e-02
2.470278535103650856e-03,4.085027960730699959e-02
4.392845456035934966e-03,4.035560565606479549e-02
7.811706625951745156e-03,3.452013019522811449e-02
1.389139705019461560e-02,3.148487423049833173e-02
2.470278535103651030e-02,3.629719715166783434e-02
4.392845456035934792e-02,4.635789483294322499e-02
7.811706625951746197e-02,5.342909243549173737e-02
1.389139705019461490e-01,6.068070768387705261e-02
2.470278535103651030e-01,6.901499601575775134e-02
4.392845456035935348e-01,7.991356281759029456e-02
7.811706625951745364e-01,9.336377341162434285e-02
