# pos_1,average_velocity_axis
1.389139705019461386e-03,3.681000100816641529e-01
2.470278535103650856e-03,2.851588428665364772e-01
4.392845456035934966e-03,2.301597554763119280e-01
7.811706625951745156e-03,1.893010539178243967e-01
1.389139705019461560e-02,1.814026620050512295e-01
2.470278535103651030e-02,2.085284262884515849e-01
4.392845456035934792e-02,2.401710039768371330e-01
7.811706625951746197e-02,2.978861175257266347e-01
1.389139705019461490e-01,3.435920512820517247e-01
2.470278535103651030e-01,3.732527094043100457e-01
4.392845456035935348e-01,3.886198461045340391e-01
7.811706625951745364e-01,3.973417236159094146e-01
