# pos_1,average_velocity_axis
1.389139705019461386e-03,2.259581996357647171e-01
2.470278535103650856e-03,1.391296655152090556e-01
4.392845456035934966e-03,1.227292045348076233e-01
7.811706625951745156e-03,1.087786060277391581e-01
1.389139705019461560e-02,8.468635190589335338e-02
2.470278535103651030e-02,9.273415945756331713e-02
4.392845456035934792e-02,1.194942689368916899e-01
7.811706625951746197e-02,1.422798554060093479e-01
1.389139705019461490e-01,1.721076207933089630e-01
2.470278535103651030e-01,2.277308640652808136e-01
4.392845456035935348e-01,2.899682478940187602e-01
7.811706625951745364e-01,3.512254769889452954e-01
