# pos_1,average_velocity_axis
1.389139705019461386e-03,5.219501020152516463e-02
2.470278535103650856e-03,6.009818439639976612e-02
4.392845456035934966e-03,6.287838782117977088e-02
7.811706625951745156e-03,5.592919846111336912e-02
1.389139705019461560e-02,4.705575513704968876e-02
2.470278535103651030e-02,5.066518541679986692e-02
4.392845456035934792e-02,6.394149403572584045e-02
7.811706625951746197e-02,7.193717987802769609e-02
1.389139705019461490e-01,8.135564082016946696e-02
2.470278535103651030e-01,9.739791377204365386e-02
4.392845456035935348e-01,1.199155888268034487e-01
7.811706625951745364e-01,1.594060409694791070e-01
