# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,3.649213465430780179e+00
4.392845456035934966e-03,2.052103536052811261e+00
7.811706625951745156e-03,8.077878353242175180e+00
1.389139705019461560e-02,7.138253285253575164e+00
2.470278535103651030e-02,4.014134811973860018e+00
4.392845456035934792e-02,2.872944950473935055e+00
7.811706625951746197e-02,4.500532225377782858e+00
1.389139705019461490e-01,2.595728467364936343e+00
2.470278535103651030e-01,1.313716847555081335e+00
4.392845456035935348e-01,5.540679547342590716e-01
7.811706625951745364e-01,1.269380884080913152e-01
