# pos_1,average_velocity_axis
1.389139705019461386e-03,2.271827899180579868e-02
2.470278535103650856e-03,2.305879962681142703e-02
4.392845456035934966e-03,2.145098603847545721e-02
7.811706625951745156e-03,1.932262184716251191e-02
1.389139705019461560e-02,1.957559753981688230e-02
2.470278535103651030e-02,2.418603180918551393e-02
4.392845456035934792e-02,3.081890899518358040e-02
7.811706625951746197e-02,3.474847068354106755e-02
1.389139705019461490e-01,3.764612727165234096e-02
2.470278535103651030e-01,4.199386482116955477e-02
4.392845456035935348e-01,4.840961853819537170e-02
7.811706625951745364e-01,5.756348661988698601e-02
