# pos_1,average_velocity_axis
1.389139705019461386e-03,2.299729144095189748e-01
2.470278535103650856e-03,2.844476339986580782e-01
4.392845456035934966e-03,1.776212064907714550e-01
7.811706625951745156e-03,1.861006969321945259e-01
1.389139705019461560e-02,1.606408558329089353e-01
2.470278535103651030e-02,1.525039610411883517e-01
4.392845456035934792e-02,1.546653382524122988e-01
7.811706625951746197e-02,1.625101104700052146e-01
1.389139705019461490e-01,1.794881569208002514e-01
2.470278535103651030e-01,1.960347931751173778e-01
4.392845456035935348e-01,2.279804961505557670e-01
7.811706625951745364e-01,3.713340436034553438e-01
