# pos_1,concentration
1.389139705019461386e-03,1.809273303936602240e+00
2.470278535103650856e-03,2.317477502336468209e+00
4.392845456035934966e-03,2.701783815361715746e+00
7.811706625951745156e-03,3.128021422870121970e+00
1.389139705019461560e-02,3.839680011687677474e+00
2.470278535103651030e-02,2.967501679821088700e+00
4.392845456035934792e-02,2.170962759873001691e+00
7.811706625951746197e-02,1.535411658425962278e+00
1.389139705019461490e-01,1.295640715985711067e+00
2.470278535103651030e-01,1.121433015764769170e+00
4.392845456035935348e-01,1.019049283770548486e+00
7.811706625951745364e-01,6.320390715010714144e-01
