# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,9.043107210954874908e-01
4.392845456035934966e-03,2.542656446423383176e+00
7.811706625951745156e-03,3.717586068522323650e+00
1.389139705019461560e-02,2.412175703402334559e+00
2.470278535103651030e-02,2.351207874848268542e+00
4.392845456035934792e-02,1.983272028210238291e+00
7.811706625951746197e-02,1.973180297908002423e+00
1.389139705019461490e-01,2.492581560182412392e+00
2.470278535103651030e-01,2.342164767637312739e+00
4.392845456035935348e-01,1.042489143033587196e+00
7.811706625951745364e-01,3.431617909405221961e-02
