# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,6.125374373946582018e+00
7.811706625951745156e-03,8.037285999708295492e+00
1.389139705019461560e-02,1.937013454289914893e+00
2.470278535103651030e-02,1.815437854661544614e+00
4.392845456035934792e-02,3.471045478569729337e+00
7.811706625951746197e-02,2.526004171336892590e+00
1.389139705019461490e-01,1.097640957430951802e+00
2.470278535103651030e-01,1.161880226983388331e+00
4.392845456035935348e-01,1.163821131049850743e+00
7.811706625951745364e-01,4.133461371278551733e-01
