# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,5.085312892846765437e-02
7.811706625951746197e-02,2.859681591171018417e-02
1.389139705019461490e-01,6.432468542406226397e-02
2.470278535103651030e-01,1.899052514300524075e-01
4.392845456035935348e-01,1.011977265676506699e+00
7.811706625951745364e-01,1.638597551740993419e+00
