# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,4.760178315303424057e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,1.505300554490197174e+00
4.392845456035934792e-02,0.000000000000000000e+00
7.811706625951746197e-02,1.904071326121369756e+00
1.389139705019461490e-01,1.873791487379063314e+00
2.470278535103651030e-01,9.031803326941182375e-01
4.392845456035935348e-01,1.439037604657033897e+00
7.811706625951745364e-01,5.712213978364109046e-01
