# pos_1,average_velocity_axis
1.389139705019461386e-03,1.853956475744300558e-01
2.470278535103650856e-03,1.701371503844618382e-01
4.392845456035934966e-03,1.377294071162680766e-01
7.811706625951745156e-03,1.059319357748084861e-01
1.389139705019461560e-02,1.106752592011968073e-01
2.470278535103651030e-02,1.260669495456657740e-01
4.392845456035934792e-02,1.440093454595178235e-01
7.811706625951746197e-02,1.734790979209558937e-01
1.389139705019461490e-01,1.982328306237954030e-01
2.470278535103651030e-01,2.083805151423231417e-01
4.392845456035935348e-01,2.117514660213533628e-01
7.811706625951745364e-01,2.105267000224586293e-01
