# pos_1,average_velocity_axis
1.389139705019461386e-03,7.064652416537484103e-02
2.470278535103650856e-03,6.132464334608835055e-02
4.392845456035934966e-03,5.192841726862072738e-02
7.811706625951745156e-03,4.220426907032425595e-02
1.389139705019461560e-02,3.971120159404913086e-02
2.470278535103651030e-02,4.692164354916803642e-02
4.392845456035934792e-02,5.937029123735297620e-02
7.811706625951746197e-02,7.407319811980084268e-02
1.389139705019461490e-01,9.161701582505854535e-02
2.470278535103651030e-01,1.055966515702422559e-01
4.392845456035935348e-01,1.132923986173121067e-01
7.811706625951745364e-01,1.137337824919466001e-01
