# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,7.142499504050152381e-02
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,5.080543921706240362e-02
7.811706625951746197e-02,7.856749454455166926e-02
1.389139705019461490e-01,3.092722429934809392e-01
2.470278535103651030e-01,7.973058016655798497e-01
4.392845456035935348e-01,1.572428343768081715e+00
7.811706625951745364e-01,1.082088674863598055e+00
