# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,5.645318119816349067e-02
4.392845456035934966e-03,3.174595672618615860e-02
7.811706625951745156e-03,5.355619012451700439e-02
1.389139705019461560e-02,3.011685892676717324e-02
2.470278535103651030e-02,5.080786307834715687e-02
4.392845456035934792e-02,5.396812643451645575e-02
7.811706625951746197e-02,5.534139646200090384e-02
1.389139705019461490e-01,8.633499559006589663e-02
2.470278535103651030e-01,1.456492074912618118e-01
4.392845456035935348e-01,5.352368304034986757e-01
7.811706625951745364e-01,1.910884863642766662e+00
