# pos_1,average_velocity_axis
1.389139705019461386e-03,3.391081237373129442e-02
2.470278535103650856e-03,2.767432915316481168e-02
4.392845456035934966e-03,2.316198879726205986e-02
7.811706625951745156e-03,2.111317830204277948e-02
1.389139705019461560e-02,2.192526850393368074e-02
2.470278535103651030e-02,2.779453741052499358e-02
4.392845456035934792e-02,3.674400751829662304e-02
7.811706625951746197e-02,4.463017996658137643e-02
1.389139705019461490e-01,5.388563354488613844e-02
2.470278535103651030e-01,6.249427680708761340e-02
4.392845456035935348e-01,6.731353261191519444e-02
7.811706625951745364e-01,6.617600202054317593e-02
