# time,average_velocity_axis_1_t_inf,95CLI,us,surftimeconst
2.598699999999999832e+01,7.996880795185663526e-01,2.701750416396126071e-03,8.000000000000000444e-01,0.000000000000000000e+00
2.598699999999999832e+01,3.997124070345958180e-01,1.261091746874693376e-03,4.000000000000000222e-01,0.000000000000000000e+00
2.598699999999999832e+01,2.001590674994761510e-01,7.678415638044217787e-04,2.000000000000000111e-01,0.000000000000000000e+00
2.598699999999999832e+01,1.011790629486479520e-01,4.651440416966032732e-04,1.000000000000000056e-01,0.000000000000000000e+00
2.598699999999999832e+01,5.283362692903845192e-02,2.581368261446766589e-04,5.000000000000000278e-02,0.000000000000000000e+00
2.598699999999999832e+01,6.279946260279976877e-02,2.561015829577416021e-04,5.000000000000000278e-02,2.500000000000000000e-01
2.598699999999999832e+01,4.002335127749418464e-01,1.207916111030239758e-03,4.000000000000000222e-01,2.500000000000000000e-01
2.598699999999999832e+01,2.117172772869538866e-01,7.638459264855596877e-04,2.000000000000000111e-01,2.500000000000000000e-01
2.598699999999999832e+01,1.142908257336401473e-01,4.272794158743964160e-04,1.000000000000000056e-01,2.500000000000000000e-01
2.598699999999999832e+01,7.748730903913496615e-01,3.123776831031714780e-03,8.000000000000000444e-01,2.500000000000000000e-01
2.598699999999999832e+01,6.500055044440611329e-02,2.418089867452196990e-04,5.000000000000000278e-02,5.000000000000000000e-01
2.598699999999999832e+01,3.669313586054721021e-01,1.713584597542337209e-03,4.000000000000000222e-01,5.000000000000000000e-01
2.598699999999999832e+01,6.807642659634368654e-01,5.123246476964461553e-03,8.000000000000000444e-01,5.000000000000000000e-01
2.598699999999999832e+01,2.013262130246792625e-01,7.909325082750700859e-04,2.000000000000000111e-01,5.000000000000000000e-01
2.598699999999999832e+01,1.130535362061486221e-01,4.170795057614413493e-04,1.000000000000000056e-01,5.000000000000000000e-01
2.598699999999999832e+01,1.071054797122272945e-01,4.495500686994862078e-04,1.000000000000000056e-01,7.500000000000000000e-01
2.598699999999999832e+01,3.222566526788713803e-01,2.021108912536844458e-03,4.000000000000000222e-01,7.500000000000000000e-01
2.598699999999999832e+01,5.793126814584687034e-01,7.652416201524750439e-03,8.000000000000000444e-01,7.500000000000000000e-01
2.598699999999999832e+01,1.845951587519956139e-01,9.242044080181443123e-04,2.000000000000000111e-01,7.500000000000000000e-01
2.598699999999999832e+01,6.467526614311140676e-02,2.285166743048949939e-04,5.000000000000000278e-02,7.500000000000000000e-01
2.598699999999999832e+01,6.298148520430890684e-02,2.249633402485388782e-04,5.000000000000000278e-02,1.000000000000000000e+00
2.598699999999999832e+01,2.856171692340178092e-01,2.873544886126852028e-03,4.000000000000000222e-01,1.000000000000000000e+00
2.598699999999999832e+01,9.998240539463229548e-02,4.533890604679199020e-04,1.000000000000000056e-01,1.000000000000000000e+00
2.598699999999999832e+01,1.678755906787513519e-01,9.169113301816296134e-04,2.000000000000000111e-01,1.000000000000000000e+00
2.598699999999999832e+01,4.890966307329489560e-01,8.653519614266623819e-03,8.000000000000000444e-01,1.000000000000000000e+00
2.598699999999999832e+01,2.491123950069352722e-01,2.849365809143671307e-03,4.000000000000000222e-01,1.250000000000000000e+00
2.598699999999999832e+01,1.541617047090985682e-01,8.369065940646983667e-04,2.000000000000000111e-01,1.250000000000000000e+00
2.598699999999999832e+01,9.324758766475357841e-02,4.365529510179934044e-04,1.000000000000000056e-01,1.250000000000000000e+00
2.598699999999999832e+01,4.172632203071708901e-01,9.365067436947224419e-03,8.000000000000000444e-01,1.250000000000000000e+00
2.598699999999999832e+01,6.087954569157742052e-02,2.292078250680774064e-04,5.000000000000000278e-02,1.250000000000000000e+00
2.598699999999999832e+01,1.444161596057487729e-01,9.436689763633990301e-04,2.000000000000000111e-01,1.500000000000000000e+00
2.598699999999999832e+01,2.237408543854455811e-01,3.088631879155309418e-03,4.000000000000000222e-01,1.500000000000000000e+00
2.598699999999999832e+01,8.833196215536293083e-02,4.145134479171548440e-04,1.000000000000000056e-01,1.500000000000000000e+00
2.598699999999999832e+01,3.663708777465655708e-01,8.986506291920177275e-03,8.000000000000000444e-01,1.500000000000000000e+00
2.598699999999999832e+01,5.876321810469203877e-02,2.361167638159610287e-04,5.000000000000000278e-02,1.500000000000000000e+00
2.598699999999999832e+01,5.648228498305599837e-02,2.468973354068106064e-04,5.000000000000000278e-02,1.750000000000000000e+00
2.598699999999999832e+01,2.022252923910737854e-01,3.299178740280098339e-03,4.000000000000000222e-01,1.750000000000000000e+00
