# pos_1,average_velocity_axis
1.389139705019461386e-03,7.030087961365936999e-02
2.470278535103650856e-03,7.674280936454899726e-02
4.392845456035934966e-03,7.475857709074314184e-02
7.811706625951745156e-03,6.309861050259754633e-02
1.389139705019461560e-02,5.369301403126006123e-02
2.470278535103651030e-02,5.865745162332456492e-02
4.392845456035934792e-02,7.372930535634923677e-02
7.811706625951746197e-02,8.734571153908303465e-02
1.389139705019461490e-01,1.058815288595500587e-01
2.470278535103651030e-01,1.311489396962187415e-01
4.392845456035935348e-01,1.619518588081622634e-01
7.811706625951745364e-01,1.862649956007456364e-01
