# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,7.142499504050152381e-02
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,4.517313323884305371e-02
4.392845456035934792e-02,2.540271960853120181e-02
7.811706625951746197e-02,6.428249553645136449e-02
1.389139705019461490e-01,1.727104733599958419e-01
2.470278535103651030e-01,4.810938689936785084e-01
4.392845456035935348e-01,1.157093878168596657e+00
7.811706625951745364e-01,1.441356399917320674e+00
