# vs,delay,max_surftimeconst,max_average_velocity_axis
4.000000000000000000e+00,1.000000000000000000e+00,2.448979591836734304e+00,8.708062933185622967e-01
8.000000000000000000e+00,1.000000000000000000e+00,1.469387755102040671e+00,1.550611807188345681e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.265306122448979220e+00,3.024036808356831973e-01
