# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,2.223003980438966618e-08
2.020202020202020374e-02,3.077966956012629597e-09
3.030303030303030387e-02,7.824387864684145433e-10
4.040404040404040747e-02,2.860386525279777518e-10
5.050505050505051108e-02,1.286407859006916515e-10
6.060606060606060774e-02,5.455449467777580406e-11
7.070707070707071829e-02,2.808927760134637202e-11
8.080808080808081495e-02,1.466649906150380072e-11
9.090909090909091161e-02,7.735378784734684130e-12
1.010101010101010222e-01,3.822068430120858269e-12
1.111111111111111188e-01,1.996232250485422090e-12
1.212121212121212155e-01,1.158638360496199862e-12
1.313131313131313260e-01,6.533299249280803829e-13
1.414141414141414366e-01,3.674186429815124949e-13
1.515151515151515194e-01,1.912558431536426720e-13
1.616161616161616299e-01,9.593850770261262512e-14
1.717171717171717404e-01,5.226899093411159154e-14
1.818181818181818232e-01,2.835629838991048716e-14
1.919191919191919338e-01,1.315953805419621503e-14
2.020202020202020443e-01,4.972405374955645426e-15
2.121212121212121271e-01,2.191526809913073561e-15
2.222222222222222376e-01,8.083039382281679399e-16
2.323232323232323482e-01,4.032218079406296405e-16
2.424242424242424310e-01,6.616534092356854293e-17
2.525252525252525415e-01,1.100183950998289710e-17
2.626262626262626521e-01,2.338214927294022806e-19
2.727272727272727626e-01,2.002995973455712259e-19
2.828282828282828731e-01,1.724931870612145868e-19
2.929292929292929282e-01,1.492617530144699675e-19
3.030303030303030387e-01,1.297237542361769760e-19
3.131313131313131493e-01,1.131909900410570297e-19
3.232323232323232598e-01,9.912124983572554809e-20
3.333333333333333703e-01,8.708371202272290704e-20
3.434343434343434809e-01,7.673336221001729806e-20
3.535353535353535914e-01,6.779187502794954694e-20
3.636363636363636465e-01,6.003318335311683944e-20
3.737373737373737570e-01,5.327248428892417775e-20
3.838383838383838675e-01,4.735779062634601104e-20
3.939393939393939781e-01,4.216338546546136616e-20
4.040404040404040886e-01,3.758471222475460637e-20
4.141414141414141992e-01,3.353435600226594361e-20
4.242424242424242542e-01,2.993886086377168192e-20
4.343434343434343647e-01,2.673619166981642361e-20
4.444444444444444753e-01,2.387369569092110591e-20
4.545454545454545858e-01,2.130645341714613415e-20
4.646464646464646964e-01,1.899593302377137690e-20
4.747474747474748069e-01,1.690888120417932271e-20
4.848484848484848619e-01,1.501639600346295176e-20
4.949494949494949725e-01,1.329313565621241285e-20
5.050505050505050830e-01,1.171662124119929479e-20
5.151515151515152491e-01,1.026658901718288842e-20
5.252525252525253041e-01,8.924337056184672209e-21
5.353535353535353591e-01,7.671981203513170197e-21
5.454545454545455252e-01,6.491463760405657914e-21
5.555555555555555802e-01,5.362976479193524385e-21
5.656565656565657463e-01,4.261942673798789910e-21
5.757575757575758013e-01,3.151948156611616024e-21
5.858585858585858563e-01,1.963122158615209769e-21
5.959595959595960224e-01,4.857071975347949703e-22
6.060606060606060774e-01,4.518414823842142660e-22
6.161616161616162435e-01,4.206330361201154985e-22
6.262626262626262985e-01,3.918332648426191181e-22
6.363636363636364646e-01,3.652201391040374460e-22
6.464646464646465196e-01,3.405949801981986874e-22
6.565656565656565746e-01,3.177796762711944033e-22
6.666666666666667407e-01,2.966142649698426118e-22
6.767676767676767957e-01,2.769548294117266980e-22
6.868686868686869618e-01,2.586716625929291338e-22
6.969696969696970168e-01,2.416476622635498579e-22
7.070707070707071829e-01,2.257769240515174344e-22
7.171717171717172379e-01,2.109635054067813126e-22
7.272727272727272929e-01,1.971203369358152981e-22
7.373737373737374590e-01,1.841682610330866122e-22
7.474747474747475140e-01,1.720351804981364718e-22
7.575757575757576801e-01,1.606553021384674424e-22
7.676767676767677351e-01,1.499684622648234989e-22
7.777777777777777901e-01,1.399195225350952741e-22
7.878787878787879562e-01,1.304578258276734397e-22
7.979797979797980112e-01,1.215367027390809659e-22
8.080808080808081773e-01,1.131130198978932375e-22
8.181818181818182323e-01,1.051467615341425568e-22
8.282828282828283983e-01,9.760063556880535104e-23
8.383838383838384534e-01,9.043969476018884408e-23
8.484848484848485084e-01,8.363096193507405675e-23
8.585858585858586745e-01,7.714304565001739194e-23
8.686868686868687295e-01,7.094572808991977616e-23
8.787878787878788955e-01,6.500949940145147431e-23
8.888888888888889506e-01,5.930499974209327280e-23
8.989898989898991166e-01,5.380230781909938085e-23
9.090909090909091717e-01,4.846997399074388306e-23
9.191919191919192267e-01,4.327361878893533967e-23
9.292929292929293927e-01,3.817376222812153031e-23
9.393939393939394478e-01,3.312221182822406123e-23
9.494949494949496138e-01,2.805553177397717893e-23
9.595959595959596689e-01,2.288193475677507239e-23
9.696969696969697239e-01,1.745089765091255752e-23
9.797979797979798899e-01,1.146502656107976237e-23
9.898989898989899450e-01,4.085268913325682660e-24
1.000000000000000000e+00,0.000000000000000000e+00
