# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,3.719197777793642754e-07
2.020202020202020374e-02,2.029656840529830070e-07
3.030303030303030387e-02,1.435805335224974289e-07
4.040404040404040747e-02,1.128465406104000297e-07
5.050505050505051108e-02,9.392335513829631737e-08
6.060606060606060774e-02,8.104546933072424196e-08
7.070707070707071829e-02,7.168989189139824708e-08
8.080808080808081495e-02,6.457306852733180991e-08
9.090909090909091161e-02,5.897118104826857012e-08
1.010101010101010222e-01,5.444418008343568889e-08
1.111111111111111188e-01,5.070871061977939528e-08
1.212121212121212155e-01,4.757383985923031235e-08
1.313131313131313260e-01,4.490608800685229818e-08
1.414141414141414366e-01,4.260925546432377459e-08
1.515151515151515194e-01,4.061221286299494041e-08
1.616161616161616299e-01,3.886120763671788535e-08
1.717171717171717404e-01,3.731484805291411990e-08
1.818181818181818232e-01,3.594073539227512806e-08
1.919191919191919338e-01,3.471314421003162711e-08
2.020202020202020443e-01,3.361138827793007220e-08
2.121212121212121271e-01,3.261864647361030862e-08
2.222222222222222376e-01,3.172110412542321586e-08
2.323232323232323482e-01,3.090731505327943571e-08
2.424242424242424310e-01,3.016772079769272151e-08
2.525252525252525415e-01,2.949428363420208564e-08
2.626262626262626521e-01,2.888020318173764519e-08
2.727272727272727626e-01,2.831969526373940490e-08
2.828282828282828731e-01,2.780781771473086220e-08
2.929292929292929282e-01,2.734033200574084712e-08
3.030303030303030387e-01,2.691359250212435479e-08
3.131313131313131493e-01,2.652445726391328459e-08
3.232323232323232598e-01,2.617021581344203044e-08
3.333333333333333703e-01,2.584853040279550775e-08
3.434343434343434809e-01,2.555738813364602284e-08
3.535353535353535914e-01,2.529506189630878335e-08
3.636363636363636465e-01,2.506007856066452709e-08
3.737373737373737570e-01,2.485119320956479268e-08
3.838383838383838675e-01,2.466736848462124843e-08
3.939393939393939781e-01,2.450775833619471131e-08
4.040404040404040886e-01,2.437169564982579367e-08
4.141414141414141992e-01,2.425868337244703470e-08
4.242424242424242542e-01,2.416838889314943077e-08
4.343434343434343647e-01,2.410064155312959411e-08
4.444444444444444753e-01,2.405543327497093426e-08
4.545454545454545858e-01,2.403292241968456522e-08
4.646464646464646964e-01,2.403344110850461862e-08
4.747474747474748069e-01,2.405750639405976546e-08
4.848484848484848619e-01,2.410583584313174307e-08
4.949494949494949725e-01,2.417936831506167279e-08
5.050505050505050830e-01,2.427929100546371523e-08
5.151515151515152491e-01,2.440707420158889677e-08
5.252525252525253041e-01,2.456451570267596707e-08
5.353535353535353591e-01,2.475379755332928483e-08
5.454545454545455252e-01,2.497755870591126461e-08
5.555555555555555802e-01,2.523898859891177596e-08
5.656565656565657463e-01,2.554194861288692950e-08
5.757575757575758013e-01,2.589113126018841968e-08
5.858585858585858563e-01,2.629227128890757440e-08
5.959595959595960224e-01,2.675242947544806829e-08
6.060606060606060774e-01,2.728038016535288048e-08
6.161616161616162435e-01,2.788715007267509105e-08
6.262626262626262985e-01,2.858678291040527542e-08
6.363636363636364646e-01,2.939745037934515098e-08
6.464646464646465196e-01,3.034311095502036156e-08
6.565656565656565746e-01,3.145606643498146336e-08
6.666666666666667407e-01,3.278105240575444837e-08
6.767676767676767957e-01,3.438208287848652588e-08
6.868686868686869618e-01,3.635454671173184610e-08
6.969696969696970168e-01,3.884809510300371819e-08
7.070707070707071829e-01,4.211392764697082163e-08
7.171717171717172379e-01,4.661477039118487893e-08
7.272727272727272929e-01,5.332826643987189723e-08
7.373737373737374590e-01,6.485422106058528942e-08
7.474747474747475140e-01,8.854812951109020217e-08
7.575757575757576801e-01,0.000000000000000000e+00
7.676767676767677351e-01,0.000000000000000000e+00
7.777777777777777901e-01,0.000000000000000000e+00
7.878787878787879562e-01,0.000000000000000000e+00
7.979797979797980112e-01,0.000000000000000000e+00
8.080808080808081773e-01,0.000000000000000000e+00
8.181818181818182323e-01,0.000000000000000000e+00
8.282828282828283983e-01,0.000000000000000000e+00
8.383838383838384534e-01,0.000000000000000000e+00
8.484848484848485084e-01,0.000000000000000000e+00
8.585858585858586745e-01,0.000000000000000000e+00
8.686868686868687295e-01,0.000000000000000000e+00
8.787878787878788955e-01,0.000000000000000000e+00
8.888888888888889506e-01,0.000000000000000000e+00
8.989898989898991166e-01,0.000000000000000000e+00
9.090909090909091717e-01,0.000000000000000000e+00
9.191919191919192267e-01,0.000000000000000000e+00
9.292929292929293927e-01,0.000000000000000000e+00
9.393939393939394478e-01,0.000000000000000000e+00
9.494949494949496138e-01,0.000000000000000000e+00
9.595959595959596689e-01,0.000000000000000000e+00
9.696969696969697239e-01,0.000000000000000000e+00
9.797979797979798899e-01,0.000000000000000000e+00
9.898989898989899450e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
