# log(rho), p(log(rho))
-4.605170185988090914e+00,3.481722237179601121e-08
-4.582121286158320927e+00,3.609478159500033159e-08
-4.559072386328550053e+00,3.791084894868940027e-08
-4.536023486498780066e+00,3.901664511317779012e-08
-4.512974586669010080e+00,4.048483707128836331e-08
-4.489925686839240093e+00,4.218827349545896354e-08
-4.466876787009469219e+00,4.407761051662361314e-08
-4.443827887179699232e+00,4.622336183792226979e-08
-4.420778987349929245e+00,4.823594930304392671e-08
-4.397730087520159259e+00,5.056868984743778054e-08
-4.374681187690388384e+00,5.320063189953838145e-08
-4.351632287860618398e+00,5.569599599503086463e-08
-4.328583388030848411e+00,5.854798923972205915e-08
-4.305534488201077536e+00,6.226693197049851989e-08
-4.282485588371307550e+00,6.469651596064396883e-08
-4.259436688541537563e+00,6.732982111625770118e-08
-4.236387788711767577e+00,7.056179268270610043e-08
-4.213338888881996702e+00,7.425900698324461860e-08
-4.190289989052226716e+00,8.219102070979900279e-08
-4.167241089222456729e+00,8.734923596360683830e-08
-4.144192189392686743e+00,9.228898127422795956e-08
-4.121143289562915868e+00,1.005336465649239970e-07
-4.098094389733145881e+00,1.072663614184164238e-07
-4.075045489903375895e+00,1.101547587553090381e-07
-4.051996590073605020e+00,1.160635301426456177e-07
-4.028947690243835034e+00,1.220011680034558769e-07
-4.005898790414065047e+00,1.246897219546537579e-07
-3.982849890584295061e+00,1.292784375477265480e-07
-3.959800990754524630e+00,1.339915964421745878e-07
-3.936752090924754199e+00,1.397469347982149042e-07
-3.913703191094984213e+00,1.474731673732233465e-07
-3.890654291265213782e+00,1.521957574091286003e-07
-3.867605391435443796e+00,1.588085634507538826e-07
-3.844556491605673365e+00,1.663513771548595095e-07
-3.821507591775903379e+00,1.735921592015159190e-07
-3.798458691946132948e+00,1.818786110529645487e-07
-3.775409792116362517e+00,1.904488818297218491e-07
-3.752360892286592531e+00,2.001995682224852215e-07
-3.729311992456822544e+00,2.102941007174040399e-07
-3.706263092627052114e+00,2.236039312462893972e-07
-3.683214192797281683e+00,2.333231161593557244e-07
-3.660165292967511697e+00,2.456113088167241169e-07
-3.637116393137741266e+00,2.602554240753570799e-07
-3.614067493307971279e+00,2.728131199028531107e-07
-3.591018593478200849e+00,2.861158136856001431e-07
-3.567969693648430862e+00,3.031930515608338620e-07
-3.544920793818660432e+00,3.168990887146303810e-07
-3.521871893988890001e+00,3.293031822501970875e-07
-3.498822994159120015e+00,3.448066355093378498e-07
-3.475774094329350028e+00,3.597054619208999728e-07
-3.452725194499579597e+00,3.777692865807851120e-07
-3.429676294669809167e+00,3.993932556961632837e-07
-3.406627394840039180e+00,4.202834732682958339e-07
-3.383578495010269194e+00,4.455742059075520146e-07
-3.360529595180498763e+00,4.814727649845902016e-07
-3.337480695350728332e+00,5.328506069416591120e-07
-3.314431795520958346e+00,5.304315358627889003e-07
-3.291382895691188359e+00,5.405324222605161346e-07
-3.268333995861417485e+00,5.591919171962512726e-07
-3.245285096031647498e+00,5.829371280144026985e-07
-3.222236196201877512e+00,6.099104699586733131e-07
-3.199187296372107081e+00,6.461412137088038874e-07
-3.176138396542336650e+00,6.889235217696820754e-07
-3.153089496712566664e+00,7.299132470812563755e-07
-3.130040596882796677e+00,7.363124451385016218e-07
-3.106991697053026247e+00,8.610229565404592644e-07
-3.083942797223255816e+00,8.887502413641630634e-07
-3.060893897393485830e+00,9.325441728359807598e-07
-3.037844997563715843e+00,9.750072104325486880e-07
-3.014796097733945413e+00,1.012221447700053039e-06
-2.991747197904174982e+00,1.071014342660921102e-06
-2.968698298074404995e+00,1.112088486814920513e-06
-2.945649398244634565e+00,1.163401727116709460e-06
-2.922600498414864134e+00,1.223277601909775813e-06
-2.899551598585094148e+00,1.280443922868271593e-06
-2.876502698755324161e+00,1.344545050111380117e-06
-2.853453798925553730e+00,1.402055414483747435e-06
-2.830404899095783300e+00,1.485918859267628686e-06
-2.807355999266013313e+00,1.545944843544423257e-06
-2.784307099436243327e+00,1.599969014233533941e-06
-2.761258199606472896e+00,1.663492162202632287e-06
-2.738209299776702466e+00,1.738120472339305167e-06
-2.715160399946932479e+00,1.835671128043638649e-06
-2.692111500117162493e+00,1.930349143340108754e-06
-2.669062600287391618e+00,2.059437802689578672e-06
-2.646013700457621631e+00,2.177419758354095765e-06
-2.622964800627851645e+00,2.304533254587111836e-06
-2.599915900798081214e+00,2.510169184179825666e-06
-2.576867000968311228e+00,3.137762560821237806e-06
-2.553818101138540797e+00,2.760137571524213942e-06
-2.530769201308770366e+00,2.802704567067802466e-06
-2.507720301479000380e+00,2.847394819538863719e-06
-2.484671401649229949e+00,2.941391133166443917e-06
-2.461622501819459963e+00,3.044605227132120246e-06
-2.438573601989689532e+00,3.190516466445752786e-06
-2.415524702159919546e+00,3.405000563401530504e-06
-2.392475802330149115e+00,3.592207275915244846e-06
-2.369426902500379128e+00,3.659502529303981948e-06
-2.346378002670608698e+00,3.799341861087012631e-06
-2.323329102840838711e+00,3.990315677318146159e-06
-2.300280203011068281e+00,4.279033108892105536e-06
-2.277231303181298294e+00,4.479741015629972165e-06
-2.254182403351527864e+00,4.678671329262598275e-06
-2.231133503521757433e+00,5.003109219840382141e-06
-2.208084603691987446e+00,5.504784859176134182e-06
-2.185035703862217016e+00,5.654194761546196445e-06
-2.161986804032447029e+00,5.992865149195701391e-06
-2.138937904202676599e+00,6.163708661134884843e-06
-2.115889004372906612e+00,6.393560864620857775e-06
-2.092840104543136182e+00,6.567361075724536255e-06
-2.069791204713366195e+00,6.864244474343789112e-06
-2.046742304883595764e+00,7.319796042636483037e-06
-2.023693405053825778e+00,7.848036792251072979e-06
-2.000644505224055347e+00,8.640642197727437383e-06
-1.977595605394285361e+00,1.011200768254390065e-05
-1.954546705564514930e+00,1.002152348457184185e-05
-1.931497805734744500e+00,9.205535348598722805e-06
-1.908448905904974513e+00,8.978658328499347662e-06
-1.885400006075204082e+00,8.909318626749702078e-06
-1.862351106245434096e+00,8.965891752027062425e-06
-1.839302206415663665e+00,9.113352744610814474e-06
-1.816253306585893679e+00,9.315378492499845267e-06
-1.793204406756123248e+00,9.555067131887016812e-06
-1.770155506926353262e+00,9.906397990161956347e-06
-1.747106607096582831e+00,1.015697872538608283e-05
-1.724057707266812844e+00,1.039991536475440099e-05
-1.701008807437042414e+00,1.075655978441360479e-05
-1.677959907607272427e+00,1.120342224466174531e-05
-1.654911007777501997e+00,1.159777081009837265e-05
-1.631862107947731566e+00,1.189978136202125706e-05
-1.608813208117961580e+00,1.227824660711190132e-05
-1.585764308288191149e+00,1.275866231238815963e-05
