# log(rho), p(log(rho))
-4.605170185988090914e+00,3.050814074794064691e-10
-4.582121286158320927e+00,3.188719774339023503e-10
-4.559072386328550053e+00,3.329164935047403726e-10
-4.536023486498780066e+00,3.483402565937973946e-10
-4.512974586669010080e+00,3.644766804520339525e-10
-4.489925686839240093e+00,3.813175540053780227e-10
-4.466876787009469219e+00,3.986893084953790654e-10
-4.443827887179699232e+00,4.171153282712601244e-10
-4.420778987349929245e+00,4.377402516701573836e-10
-4.397730087520159259e+00,4.593299012987369694e-10
-4.374681187690388384e+00,4.846789381708179352e-10
-4.351632287860618398e+00,5.093087499414505915e-10
-4.328583388030848411e+00,5.370018954895746735e-10
-4.305534488201077536e+00,5.771818351662829198e-10
-4.282485588371307550e+00,5.919026113306173515e-10
-4.259436688541537563e+00,6.154380035291943937e-10
-4.236387788711767577e+00,6.432530496739737585e-10
-4.213338888881996702e+00,6.746890234470737343e-10
-4.190289989052226716e+00,7.093378929069088823e-10
-4.167241089222456729e+00,7.465460681833064823e-10
-4.144192189392686743e+00,7.794652611741407723e-10
-4.121143289562915868e+00,8.176501050773380957e-10
-4.098094389733145881e+00,8.631793606022793587e-10
-4.075045489903375895e+00,9.091950992758990297e-10
-4.051996590073605020e+00,9.771409088046848470e-10
-4.028947690243835034e+00,1.018947915401152197e-09
-4.005898790414065047e+00,1.038293656819235678e-09
-3.982849890584295061e+00,1.076156131115729397e-09
-3.959800990754524630e+00,1.118313162362473585e-09
-3.936752090924754199e+00,1.165324907211510687e-09
-3.913703191094984213e+00,1.217176837087097033e-09
-3.890654291265213782e+00,1.272741721178720691e-09
-3.867605391435443796e+00,1.335043288956420200e-09
-3.844556491605673365e+00,1.401745650251097398e-09
-3.821507591775903379e+00,1.480880447507687957e-09
-3.798458691946132948e+00,1.554521951623613604e-09
-3.775409792116362517e+00,1.620127613029286127e-09
-3.752360892286592531e+00,1.690694520686742875e-09
-3.729311992456822544e+00,1.774439816995183242e-09
-3.706263092627052114e+00,1.856627591283541580e-09
-3.683214192797281683e+00,1.953873228135298027e-09
-3.660165292967511697e+00,2.044814333542607509e-09
-3.637116393137741266e+00,2.146883272888599301e-09
-3.614067493307971279e+00,2.260214319102665586e-09
-3.591018593478200849e+00,2.396795435127945265e-09
-3.567969693648430862e+00,2.532077064620777252e-09
-3.544920793818660432e+00,2.690600240530612817e-09
-3.521871893988890001e+00,2.873652810179614623e-09
-3.498822994159120015e+00,3.029437585790436557e-09
-3.475774094329350028e+00,3.164723378329961188e-09
-3.452725194499579597e+00,3.292321183644998608e-09
-3.429676294669809167e+00,3.433365451212117694e-09
-3.406627394840039180e+00,3.666462007968084832e-09
-3.383578495010269194e+00,3.810602978650877202e-09
-3.360529595180498763e+00,4.007801848969303101e-09
-3.337480695350728332e+00,4.213130673359188114e-09
-3.314431795520958346e+00,4.437777059801315856e-09
-3.291382895691188359e+00,4.541616100139436467e-09
-3.268333995861417485e+00,4.703705061907504549e-09
-3.245285096031647498e+00,4.915700947130845242e-09
-3.222236196201877512e+00,5.179700827028656384e-09
-3.199187296372107081e+00,5.445102121769941599e-09
-3.176138396542336650e+00,5.718174317480904292e-09
-3.153089496712566664e+00,6.049783469483876230e-09
-3.130040596882796677e+00,6.425723713073528738e-09
-3.106991697053026247e+00,6.859796259161230708e-09
-3.083942797223255816e+00,7.676933159638210116e-09
-3.060893897393485830e+00,7.771167616015478334e-09
-3.037844997563715843e+00,8.134783262404383206e-09
-3.014796097733945413e+00,8.741475594524742357e-09
-2.991747197904174982e+00,9.149694794170430932e-09
-2.968698298074404995e+00,9.839707903226156883e-09
-2.945649398244634565e+00,1.077761299629632661e-08
-2.922600498414864134e+00,1.246138287452480037e-08
-2.899551598585094148e+00,1.349442571411501326e-08
-2.876502698755324161e+00,1.235355650856733316e-08
-2.853453798925553730e+00,1.216861454515100937e-08
-2.830404899095783300e+00,1.225848230674460195e-08
-2.807355999266013313e+00,1.261741916239900082e-08
-2.784307099436243327e+00,1.331735268348124221e-08
-2.761258199606472896e+00,1.327308445241684515e-08
-2.738209299776702466e+00,1.369300036328447584e-08
-2.715160399946932479e+00,1.411228630995825651e-08
-2.692111500117162493e+00,1.434824729676342913e-08
-2.669062600287391618e+00,1.494367582905351851e-08
-2.646013700457621631e+00,1.564222991542771007e-08
-2.622964800627851645e+00,1.582350426964994502e-08
-2.599915900798081214e+00,1.638415368862383205e-08
-2.576867000968311228e+00,1.703656806702972751e-08
-2.553818101138540797e+00,1.773439753589747915e-08
-2.530769201308770366e+00,1.858283614743811072e-08
-2.507720301479000380e+00,1.904101754027182631e-08
-2.484671401649229949e+00,1.982416412577487880e-08
-2.461622501819459963e+00,2.103939294864272501e-08
-2.438573601989689532e+00,2.161401631002709770e-08
-2.415524702159919546e+00,2.252922128196514208e-08
-2.392475802330149115e+00,2.334605951488027133e-08
-2.369426902500379128e+00,2.438476754441498652e-08
-2.346378002670608698e+00,2.542598983212443811e-08
-2.323329102840838711e+00,2.664563745146621428e-08
-2.300280203011068281e+00,2.801378226052947268e-08
-2.277231303181298294e+00,2.948687469631470129e-08
-2.254182403351527864e+00,3.141582091139064664e-08
-2.231133503521757433e+00,3.412842133077087054e-08
-2.208084603691987446e+00,3.766306534689752145e-08
-2.185035703862217016e+00,4.035059587021121150e-08
-2.161986804032447029e+00,3.977918143712382947e-08
-2.138937904202676599e+00,3.984954404993882228e-08
-2.115889004372906612e+00,3.950619252398701354e-08
-2.092840104543136182e+00,4.043365851956130141e-08
-2.069791204713366195e+00,4.105477676758809999e-08
-2.046742304883595764e+00,4.218855514665862817e-08
-2.023693405053825778e+00,4.331109065261091268e-08
-2.000644505224055347e+00,4.472722854686329801e-08
-1.977595605394285361e+00,4.648728957024662204e-08
-1.954546705564514930e+00,4.850169810707058554e-08
-1.931497805734744500e+00,5.089159550243019556e-08
-1.908448905904974513e+00,5.385260786183009966e-08
-1.885400006075204082e+00,5.727241722434698160e-08
-1.862351106245434096e+00,6.178026305775508952e-08
-1.839302206415663665e+00,7.054770501394779318e-08
-1.816253306585893679e+00,7.204647477871453308e-08
-1.793204406756123248e+00,6.848232705879697639e-08
-1.770155506926353262e+00,6.822518998999940441e-08
-1.747106607096582831e+00,6.850856334471220542e-08
-1.724057707266812844e+00,6.961759054413701274e-08
-1.701008807437042414e+00,7.117762216469438215e-08
-1.677959907607272427e+00,7.320076514727781666e-08
-1.654911007777501997e+00,7.533074475276925699e-08
-1.631862107947731566e+00,7.796642398593108811e-08
-1.608813208117961580e+00,8.117128104052306829e-08
-1.585764308288191149e+00,8.350562921996112652e-08
-1.562715408458421162e+00,8.643904734328951880e-08
