# dissipation_rate,rms_flow_velocity,average_streching,average_vorticity,taylor_micro_scale,taylor_scale_reynolds,kolmogorov_time_scale,kolmogorov_length_scale, integral_length_scale,large_eddy_turnover_time
8.861877117945804461e-02,6.296521108846188097e-01,1.314335477911295769e+01,1.664849246751395739e+01,1.114215756210031050e-01,3.792261096640798996e+02,4.569019403239028138e-02,2.907350322199270688e-03,1.396756301760071484e-01,2.218298450231069585e-01
