# vs,filterlength,max_surftimeconst,max_average_velocity_axis
1.200000000000000000e+01,8.000000000000000000e+00,1.469387755102040671e+00,9.232488949980053317e-01
1.200000000000000000e+01,2.000000000000000000e+00,2.204081632653061007e+00,9.837710916178855625e-01
1.200000000000000000e+01,1.000000000000000000e+00,1.469387755102040671e+00,9.356284283429386894e-01
1.600000000000000000e+01,1.000000000000000000e+00,1.591836734693877542e+00,1.225969629898068680e+00
1.200000000000000000e+01,4.000000000000000000e+00,2.081632653061224580e+00,9.289314344138143165e-01
1.600000000000000000e+01,4.000000000000000000e+00,1.346938775510204023e+00,1.198576431690114408e+00
1.600000000000000000e+01,8.000000000000000000e+00,1.346938775510204023e+00,1.223282668470141887e+00
1.600000000000000000e+01,2.000000000000000000e+00,2.816326530612244916e+00,1.199518318648462589e+00
