# scalar_diff,pdf
1.399999999999999979e-05,4.891418060418527602e+03
4.199999999999999768e-05,3.065217458030563648e+03
6.999999999999999387e-05,2.545667218079756367e+03
9.799999999999999684e-05,2.168343443331178150e+03
1.259999999999999998e-04,1.953687524587221105e+03
1.540000000000000028e-04,1.708934375589901265e+03
1.819999999999999786e-04,1.559876350687811055e+03
2.100000000000000087e-04,1.453054630139144365e+03
2.379999999999999846e-04,1.336736935031078247e+03
2.659999999999999604e-04,1.267248995494283690e+03
2.939999999999999905e-04,1.145197479608485764e+03
3.220000000000000206e-04,1.074356017323045762e+03
3.499999999999999964e-04,1.007607096261854736e+03
3.779999999999999723e-04,9.270138755904990830e+02
4.060000000000000024e-04,8.816335617028166780e+02
4.340000000000000325e-04,8.234640564893472856e+02
4.619999999999999541e-04,7.661471640309287068e+02
4.899999999999999842e-04,6.870993039781028529e+02
5.180000000000000143e-04,6.260948613540814449e+02
5.460000000000000443e-04,5.481234249045131719e+02
5.739999999999999660e-04,4.839643150867946133e+02
6.019999999999999961e-04,4.305800989610568195e+02
6.300000000000000261e-04,3.839208659407972277e+02
6.579999999999999478e-04,3.517453920969969090e+02
6.859999999999999779e-04,3.192075578322965157e+02
7.140000000000000079e-04,3.008550682797869626e+02
7.420000000000000380e-04,2.800939476942544957e+02
7.699999999999999597e-04,2.507853842393165280e+02
7.979999999999999897e-04,2.345217959366860612e+02
8.260000000000000198e-04,2.127908283422801503e+02
8.539999999999999414e-04,1.890562207735010531e+02
8.819999999999999715e-04,1.639574327966361693e+02
9.100000000000000016e-04,1.554313052461090479e+02
9.380000000000000317e-04,1.356080586911340902e+02
9.659999999999999533e-04,1.304710668419409672e+02
9.940000000000000918e-04,1.136213072702117870e+02
1.021999999999999905e-03,1.037629722899148135e+02
1.050000000000000152e-03,9.514092580444429359e+01
1.077999999999999965e-03,8.284198681280895471e+01
1.105999999999999995e-03,7.073488569106102375e+01
1.134000000000000025e-03,6.756956083792728407e+01
1.161999999999999839e-03,5.950171264324100662e+01
1.190000000000000085e-03,5.780714479257374450e+01
1.217999999999999899e-03,4.725606194879645727e+01
1.246000000000000146e-03,4.435717858161724791e+01
1.273999999999999959e-03,4.041384458949845992e+01
1.301999999999999989e-03,4.023266437905007109e+01
1.330000000000000019e-03,3.904966418141412277e+01
1.357999999999999832e-03,3.278296043177670782e+01
1.386000000000000079e-03,2.860515793201842882e+01
1.413999999999999892e-03,2.703848199460907153e+01
1.442000000000000139e-03,2.484300415034834231e+01
1.469999999999999953e-03,2.476840053428123056e+01
1.497999999999999983e-03,2.435275181619322282e+01
1.526000000000000013e-03,2.189083248597833276e+01
1.553999999999999826e-03,2.013231867868211822e+01
1.582000000000000073e-03,1.823525529868983952e+01
1.609999999999999886e-03,1.716948935487394934e+01
1.638000000000000133e-03,1.446244385758159723e+01
1.665999999999999946e-03,1.253340749927483877e+01
1.693999999999999976e-03,1.241617324545518741e+01
1.722000000000000006e-03,1.208578580287216653e+01
1.749999999999999820e-03,1.233091196994982219e+01
1.778000000000000067e-03,1.041253327108122306e+01
1.805999999999999880e-03,7.502992244463849048e+00
1.834000000000000127e-03,5.883028009863700447e+00
1.861999999999999940e-03,6.053550560874242592e+00
1.889999999999999970e-03,5.883028009863745744e+00
1.918000000000000000e-03,3.911361013804307785e+00
1.945999999999999813e-03,3.730180803355607200e+00
1.974000000000000060e-03,3.325189744705543848e+00
2.002000000000000307e-03,2.962829323808190640e+00
2.029999999999999687e-03,2.696387837854217207e+00
2.057999999999999934e-03,2.728360816168651226e+00
2.086000000000000180e-03,2.579153584034468594e+00
2.113999999999999994e-03,2.643099540663380598e+00
2.141999999999999807e-03,2.611126562348944802e+00
2.170000000000000054e-03,2.397973373585728485e+00
2.198000000000000301e-03,2.067585931002838162e+00
2.225999999999999680e-03,2.120874228193633027e+00
2.253999999999999927e-03,1.769171466734359877e+00
2.282000000000000174e-03,1.790486785610705178e+00
2.309999999999999987e-03,1.929036358306742027e+00
2.337999999999999801e-03,1.492072321342254426e+00
2.366000000000000048e-03,1.012477646625085548e+00
2.394000000000000294e-03,8.099821173000808505e-01
2.421999999999999674e-03,8.206397767382398456e-01
2.449999999999999921e-03,7.886667984237507589e-01
2.478000000000000168e-03,7.780091389856040873e-01
2.505999999999999981e-03,7.034055229184804636e-01
2.533999999999999794e-03,6.394595662895375954e-01
2.562000000000000041e-03,8.206397767382271891e-01
2.590000000000000288e-03,6.501172257276964794e-01
2.617999999999999668e-03,7.034055229184912328e-01
2.645999999999999915e-03,6.394595662895277144e-01
2.674000000000000161e-03,6.927478634803323487e-01
2.701999999999999975e-03,6.820902040421628065e-01
2.729999999999999788e-03,7.353785012329682180e-01
2.758000000000000035e-03,7.034055229184804636e-01
2.786000000000000282e-03,7.673514795474450922e-01
