# l_diff,pdf
4.185999999999851840e-05,4.006724977494617974e+02
6.957999999999854438e-05,3.998663156614347258e+02
9.729999999999857036e-05,3.990601335734075406e+02
1.250199999999985828e-04,3.982539514853806395e+02
1.527399999999985952e-04,3.974477693973535679e+02
1.804599999999986076e-04,3.966415873093260984e+02
2.081799999999986472e-04,3.958354052212994247e+02
2.358999999999986596e-04,3.950292231332722963e+02
2.636199999999986991e-04,3.942230410452452247e+02
2.913399999999986573e-04,3.934168589572180963e+02
3.190599999999987240e-04,3.926106768691910816e+02
3.467799999999987364e-04,3.918044947811632142e+02
3.744999999999987488e-04,3.909983126931368815e+02
4.022199999999988155e-04,3.901921306051097531e+02
4.299399999999987737e-04,3.893859485170827384e+02
4.576599999999988403e-04,3.885797664290556099e+02
4.853799999999988527e-04,3.877735843410277994e+02
5.130999999999988652e-04,3.869674022530021489e+02
5.408199999999989318e-04,3.861612201649735425e+02
5.685399999999988900e-04,3.853550380769480626e+02
5.962599999999988482e-04,3.845488559889194562e+02
6.239799999999989149e-04,3.837426739008938057e+02
6.516999999999989815e-04,3.829364918128651993e+02
6.794199999999989397e-04,3.821303097248381846e+02
7.071399999999990063e-04,3.813241276368125909e+02
7.348599999999990730e-04,3.805179455487839846e+02
7.625799999999990312e-04,3.797117634607583909e+02
7.902999999999989894e-04,3.789055813727298414e+02
8.180199999999990560e-04,3.780993992847042477e+02
8.457399999999991227e-04,3.772932171966756414e+02
8.734599999999990809e-04,3.764870351086500477e+02
9.011799999999990391e-04,3.756808530206214982e+02
9.288999999999992142e-04,3.748746709325943698e+02
9.566199999999991724e-04,3.740684888445687761e+02
9.843399999999991306e-04,3.732623067565402266e+02
1.012059999999999089e-03,3.724561246685146330e+02
1.039779999999999264e-03,3.716499425804875045e+02
1.067499999999999222e-03,3.708437604924575339e+02
1.095219999999999180e-03,3.700375784044333614e+02
1.122939999999999355e-03,3.692313963164062898e+02
1.150659999999999314e-03,3.684252142283763192e+02
1.178379999999999272e-03,3.676190321403520898e+02
1.206099999999999447e-03,3.668128500523250182e+02
1.233819999999999188e-03,3.660066679642978897e+02
1.261539999999999363e-03,3.652004858762679760e+02
1.289259999999999538e-03,3.643943037882436897e+02
1.316979999999999280e-03,3.635881217002166750e+02
1.344699999999999455e-03,3.627819396121867044e+02
1.372419999999999630e-03,3.619757575241624750e+02
1.400139999999999371e-03,3.611695754361353465e+02
1.427859999999999546e-03,3.603633933481083318e+02
1.455579999999999504e-03,3.595572112600783612e+02
1.483299999999999463e-03,3.587510291720541318e+02
1.511019999999999638e-03,3.579448470840270033e+02
1.538739999999999379e-03,3.571386649959999318e+02
1.566459999999999554e-03,3.563324829079700748e+02
1.594179999999999729e-03,3.555263008199457317e+02
1.621899999999999471e-03,3.547201187319186602e+02
1.649619999999999646e-03,3.539139366438888601e+02
1.677339999999999821e-03,3.531077545558645170e+02
1.705059999999999562e-03,3.523015724678373886e+02
1.732779999999999737e-03,3.514953903798103170e+02
1.760499999999999695e-03,3.506892082917804601e+02
1.788219999999999654e-03,3.498830262037561170e+02
1.815939999999999829e-03,3.490768441157290454e+02
1.843659999999999787e-03,3.482706620276992453e+02
1.871379999999999745e-03,3.474644799396749022e+02
1.899099999999999920e-03,3.466582978516477738e+02
1.926819999999999661e-03,3.458521157636207022e+02
1.954539999999999837e-03,3.450459336755909021e+02
1.982259999999999578e-03,3.442397515875692307e+02
2.009979999999999753e-03,3.434335694995367589e+02
2.037699999999999928e-03,3.426273874115096874e+02
2.065420000000000103e-03,3.418212053234879590e+02
2.093139999999999844e-03,3.410150232354554873e+02
2.120860000000000019e-03,3.402088411474284158e+02
2.148579999999999761e-03,3.394026590594066306e+02
2.176299999999999936e-03,3.385964769713742726e+02
2.204020000000000111e-03,3.377902948833472010e+02
2.231740000000000286e-03,3.369841127953253590e+02
2.259460000000000027e-03,3.361779307072930010e+02
2.287180000000000202e-03,3.353717486192659862e+02
2.314899999999999944e-03,3.345655665312440874e+02
2.342620000000000119e-03,3.337593844432117862e+02
2.370340000000000294e-03,3.329532023551899442e+02
2.398060000000000035e-03,3.321470202671576430e+02
2.425780000000000210e-03,3.313408381791305715e+02
2.453499999999999952e-03,3.305346560911086158e+02
2.481220000000000127e-03,3.297284740030763714e+02
2.508940000000000302e-03,3.289222919150492999e+02
2.536660000000000477e-03,3.281161098270273442e+02
2.564380000000000218e-03,3.273099277389951567e+02
2.592100000000000393e-03,3.265037456509680283e+02
2.619820000000000135e-03,3.256975635629460726e+02
2.647540000000000310e-03,3.248913814749138851e+02
2.675260000000000485e-03,3.240851993868868135e+02
2.702980000000000660e-03,3.232790172988647441e+02
2.730700000000000401e-03,3.224728352108326135e+02
2.758420000000000143e-03,3.216666531228106010e+02
2.786140000000000318e-03,3.192481068587243271e+02
