# l_diff,pdf
6.371679999999169727e-04,3.420375456841354094e+02
1.855503999999916958e-03,3.418861216920830657e+02
3.073839999999917159e-03,9.447676059499914913e+01
4.292175999999916711e-03,1.546777307245391864e+00
5.510511999999917129e-03,9.453049421201354940e-01
6.728847999999917548e-03,8.297815762826845631e-01
7.947183999999916232e-03,7.594664064195368880e-01
9.165519999999916650e-03,7.096435330014885245e-01
1.038385599999991707e-02,5.848908122765492656e-01
1.160219199999991749e-02,5.405429798934516805e-01
1.282052799999991791e-02,5.060502213732653853e-01
1.403886399999991659e-02,4.888429495491350973e-01
1.525719999999991527e-02,4.397240099784386347e-01
1.647553599999991569e-02,3.902922109200294698e-01
1.769387199999991611e-02,2.764113573930629952e-01
1.891220799999991653e-02,2.635841183968936630e-01
2.013054399999991695e-02,2.505222347849407338e-01
2.134887999999991737e-02,2.488015076025278105e-01
2.256721599999991779e-02,2.347228306555127486e-01
2.378555199999991820e-02,2.301863680836967740e-01
2.500388799999991862e-02,2.133701706192071001e-01
2.622222399999991557e-02,2.042972454755745682e-01
2.744055999999991599e-02,1.831792300550519059e-01
2.865889599999991641e-02,1.655808838712830577e-01
2.987723199999991683e-02,1.338256458685712358e-01
3.109556799999991378e-02,9.291926785029987201e-02
3.231390399999991420e-02,1.055900771026131897e-02
3.353223999999991461e-02,0.000000000000000000e+00
3.475057599999991503e-02,0.000000000000000000e+00
3.596891199999991545e-02,0.000000000000000000e+00
3.718724799999991587e-02,0.000000000000000000e+00
3.840558399999991629e-02,0.000000000000000000e+00
3.962391999999991671e-02,0.000000000000000000e+00
4.084225599999991713e-02,0.000000000000000000e+00
4.206059199999991755e-02,0.000000000000000000e+00
4.327892799999991796e-02,7.649414474544866116e-02
4.449726399999991838e-02,1.455578766577504957e-01
4.571559999999991880e-02,1.859949654444549294e-01
4.693393599999991922e-02,2.062526172737710883e-01
4.815227199999991964e-02,2.293260044924902707e-01
4.937060799999991312e-02,2.373821363010613639e-01
5.058894399999991354e-02,2.536508296620552105e-01
5.180727999999991396e-02,2.620980358302643087e-01
5.302561599999991437e-02,2.628019696776150438e-01
5.424395199999991479e-02,2.744559855948663918e-01
5.546228799999991521e-02,2.725788286685977280e-01
5.668062399999991563e-02,2.833724809946426837e-01
5.789895999999991605e-02,2.796963820140331292e-01
5.911729599999991647e-02,2.897078856207994657e-01
6.033563199999991689e-02,2.855624974086227730e-01
6.155396799999991730e-02,2.941661333206875839e-01
6.277230399999991772e-02,2.892385963892339373e-01
6.399063999999990426e-02,2.988590256363592990e-01
6.520897599999991856e-02,2.936186292171925061e-01
6.642731199999990510e-02,3.013619015380508137e-01
6.764564799999991940e-02,2.959650753750283636e-01
6.886398399999990594e-02,3.032390584643195330e-01
7.008231999999992023e-02,2.976075876855134861e-01
7.130065599999990678e-02,3.059765789817946446e-01
7.251899199999992107e-02,3.000322487152771722e-01
7.373732799999990761e-02,3.080101656519190767e-01
7.495566399999992191e-02,3.010490420503393882e-01
7.617399999999990845e-02,3.080101656519190767e-01
7.739233599999992275e-02,3.009708271784115041e-01
7.861067199999990929e-02,3.080101656519190767e-01
7.982900799999992358e-02,3.010490420503393882e-01
8.104734399999991012e-02,3.080101656519190767e-01
8.226567999999992442e-02,3.009708271784115041e-01
8.348401599999991096e-02,3.080101656519190767e-01
8.470235199999992526e-02,3.010490420503393882e-01
8.592068799999991180e-02,3.080101656519190767e-01
8.713902399999992610e-02,3.009708271784115041e-01
8.835735999999991264e-02,3.080101656519190767e-01
8.957569599999992693e-02,2.995629594837099785e-01
9.079403199999991347e-02,3.062894384695061256e-01
9.201236799999992777e-02,2.985461661486478180e-01
9.323070399999991431e-02,3.045687112870931745e-01
9.444903999999992861e-02,2.976075876855134861e-01
9.566737599999991515e-02,3.042558517993816936e-01
9.688571199999992944e-02,2.948700671680382634e-01
9.810404799999991599e-02,3.011272569222706585e-01
9.932238399999990253e-02,2.939314887049039315e-01
1.005407199999999168e-01,2.994065297398542658e-01
1.017590559999999034e-01,2.987808107644313593e-01
1.029773919999999177e-01,2.908811086997173390e-01
1.041957279999999042e-01,2.961215051188840763e-01
1.054140639999999185e-01,2.872050097191078954e-01
1.066323999999999050e-01,2.925236210102024614e-01
1.078507359999999193e-01,2.845457040735606125e-01
1.090690719999999059e-01,2.900207451085108912e-01
1.102874079999999202e-01,2.821210430437968708e-01
1.115057439999999067e-01,2.856407122805506571e-01
1.127240799999999210e-01,2.775063656000529844e-01
1.139424159999999075e-01,2.820428281718689867e-01
1.151607519999999218e-01,2.729699030282370376e-01
1.163790879999999084e-01,2.765677871369186525e-01
1.175974239999999227e-01,2.674948619932867033e-01
1.188157599999999092e-01,2.705452419984733514e-01
1.200340959999999235e-01,2.607683830074906672e-01
1.212524319999999101e-01,2.621762507021921373e-01
1.224707679999999244e-01,2.518518876077143753e-01
1.236891039999999109e-01,2.523211768392815690e-01
1.249074399999999252e-01,2.407453757939580774e-01
1.261257759999999117e-01,2.396503675869707251e-01
1.273441119999998983e-01,2.266666988469404065e-01
1.285624479999999126e-01,2.235381039698310646e-01
1.297807839999999269e-01,2.090683526631717248e-01
1.309991199999999134e-01,2.033586670124425400e-01
1.322174559999999000e-01,1.878721223707214838e-01
1.334357919999999142e-01,1.801288500498673673e-01
1.346541279999999285e-01,1.640948013046518161e-01
1.358724639999999151e-01,1.564297438557250286e-01
1.370907999999999016e-01,1.429767858841294315e-01
1.383091359999999159e-01,1.391442571596674116e-01
1.395274719999999302e-01,1.328088525335075210e-01
1.407458079999999168e-01,1.365631663860479295e-01
1.419641439999999033e-01,1.382056786965299156e-01
1.431824799999999176e-01,1.497032648699288537e-01
1.444008159999999319e-01,1.573683223188557800e-01
1.456191519999999184e-01,1.741845197833498116e-01
1.468374879999999050e-01,1.851346018532463444e-01
1.480558239999999193e-01,2.056268982983505411e-01
1.492741599999999336e-01,2.166551952401742087e-01
1.504924959999999201e-01,2.376949957887741494e-01
1.517108319999999066e-01,2.477064993955349348e-01
1.529291679999999209e-01,2.653048455793096672e-01
1.541475039999999352e-01,2.778192250877613012e-01
1.553658399999999218e-01,2.797745968859641774e-01
1.565841759999999083e-01,2.924454061382779635e-01
1.578025119999998949e-01,2.886910922857339745e-01
1.590208479999999092e-01,2.940879184487630305e-01
1.602391839999999235e-01,2.847803486893409342e-01
1.614575199999999100e-01,2.850149933051309703e-01
1.626758559999998965e-01,2.696066635353359109e-01
1.638941919999999108e-01,2.635841183968966606e-01
1.651125279999999251e-01,2.429353922079354189e-01
1.663308639999999117e-01,2.301081532117714989e-01
1.675491999999998982e-01,2.029675926527985674e-01
1.687675359999999125e-01,1.792684864586608917e-01
1.699858719999999268e-01,1.379710340807463187e-01
1.712042079999999133e-01,7.406948371568579381e-02
1.724225439999998999e-01,0.000000000000000000e+00
1.736408799999999142e-01,0.000000000000000000e+00
1.748592159999999285e-01,0.000000000000000000e+00
1.760775519999999150e-01,0.000000000000000000e+00
1.772958879999999016e-01,0.000000000000000000e+00
1.785142239999999159e-01,0.000000000000000000e+00
1.797325599999999302e-01,0.000000000000000000e+00
1.809508959999999167e-01,0.000000000000000000e+00
1.821692319999999032e-01,0.000000000000000000e+00
1.833875679999999175e-01,0.000000000000000000e+00
1.846059039999999318e-01,0.000000000000000000e+00
1.858242399999999184e-01,0.000000000000000000e+00
