# l_diff,pdf
1.870425759999999049e-01,0.000000000000000000e+00
1.882609119999999192e-01,0.000000000000000000e+00
1.894792479999999335e-01,0.000000000000000000e+00
1.906975839999999200e-01,0.000000000000000000e+00
1.919159199999999066e-01,0.000000000000000000e+00
1.931342559999999209e-01,0.000000000000000000e+00
1.943525919999999352e-01,0.000000000000000000e+00
1.955709279999999217e-01,0.000000000000000000e+00
1.967892639999999083e-01,0.000000000000000000e+00
1.980075999999998948e-01,0.000000000000000000e+00
1.992259359999999091e-01,0.000000000000000000e+00
2.004442719999999234e-01,0.000000000000000000e+00
2.016626079999999099e-01,0.000000000000000000e+00
2.028809439999998965e-01,0.000000000000000000e+00
2.040992799999999108e-01,0.000000000000000000e+00
2.053176159999999251e-01,0.000000000000000000e+00
2.065359519999999116e-01,0.000000000000000000e+00
2.077542879999998982e-01,0.000000000000000000e+00
2.089726239999999124e-01,0.000000000000000000e+00
2.101909599999999267e-01,0.000000000000000000e+00
2.114092959999999133e-01,0.000000000000000000e+00
2.126276319999998998e-01,0.000000000000000000e+00
2.138459679999999141e-01,0.000000000000000000e+00
2.150643039999999284e-01,0.000000000000000000e+00
2.162826399999999150e-01,0.000000000000000000e+00
2.175009759999999015e-01,0.000000000000000000e+00
2.187193119999999158e-01,0.000000000000000000e+00
2.199376479999999301e-01,0.000000000000000000e+00
2.211559839999999166e-01,0.000000000000000000e+00
2.223743199999999032e-01,0.000000000000000000e+00
2.235926559999999175e-01,0.000000000000000000e+00
2.248109919999999318e-01,0.000000000000000000e+00
2.260293279999999183e-01,0.000000000000000000e+00
2.272476639999999048e-01,0.000000000000000000e+00
2.284659999999999191e-01,0.000000000000000000e+00
2.296843359999999334e-01,0.000000000000000000e+00
2.309026719999999200e-01,0.000000000000000000e+00
2.321210079999999065e-01,0.000000000000000000e+00
2.333393439999999208e-01,0.000000000000000000e+00
2.345576799999999074e-01,0.000000000000000000e+00
2.357760159999999217e-01,0.000000000000000000e+00
2.369943519999999082e-01,0.000000000000000000e+00
2.382126879999998947e-01,0.000000000000000000e+00
2.394310239999999090e-01,0.000000000000000000e+00
2.406493599999999233e-01,0.000000000000000000e+00
2.418676959999999099e-01,0.000000000000000000e+00
2.430860319999998964e-01,0.000000000000000000e+00
2.443043679999999107e-01,0.000000000000000000e+00
2.455227039999999250e-01,0.000000000000000000e+00
2.467410399999999115e-01,0.000000000000000000e+00
2.479593759999998981e-01,0.000000000000000000e+00
2.491777119999999124e-01,0.000000000000000000e+00
2.503960479999999267e-01,0.000000000000000000e+00
2.516143839999999132e-01,0.000000000000000000e+00
2.528327199999998998e-01,0.000000000000000000e+00
2.540510559999998863e-01,0.000000000000000000e+00
2.552693919999999284e-01,0.000000000000000000e+00
2.564877279999999149e-01,0.000000000000000000e+00
2.577060639999999014e-01,0.000000000000000000e+00
2.589243999999999435e-01,0.000000000000000000e+00
2.601427359999999300e-01,0.000000000000000000e+00
2.613610719999999166e-01,0.000000000000000000e+00
2.625794079999999031e-01,0.000000000000000000e+00
2.637977439999998897e-01,0.000000000000000000e+00
2.650160799999999317e-01,0.000000000000000000e+00
2.662344159999999182e-01,0.000000000000000000e+00
2.674527519999999048e-01,0.000000000000000000e+00
2.686710879999999468e-01,0.000000000000000000e+00
2.698894239999999334e-01,0.000000000000000000e+00
2.711077599999999199e-01,0.000000000000000000e+00
2.723260959999999065e-01,0.000000000000000000e+00
2.735444319999998930e-01,0.000000000000000000e+00
2.747627679999998795e-01,0.000000000000000000e+00
2.759811039999999216e-01,0.000000000000000000e+00
2.771994399999999081e-01,0.000000000000000000e+00
2.784177759999998947e-01,0.000000000000000000e+00
2.796361119999999367e-01,0.000000000000000000e+00
2.808544479999999233e-01,0.000000000000000000e+00
2.820727839999999098e-01,0.000000000000000000e+00
2.832911199999998964e-01,0.000000000000000000e+00
2.845094559999998829e-01,0.000000000000000000e+00
2.857277919999999249e-01,0.000000000000000000e+00
2.869461279999999115e-01,0.000000000000000000e+00
2.881644639999998980e-01,0.000000000000000000e+00
2.893827999999999401e-01,0.000000000000000000e+00
2.906011359999999266e-01,0.000000000000000000e+00
2.918194719999999132e-01,0.000000000000000000e+00
2.930378079999998997e-01,0.000000000000000000e+00
2.942561439999998862e-01,0.000000000000000000e+00
2.954744799999999283e-01,0.000000000000000000e+00
2.966928159999999148e-01,0.000000000000000000e+00
2.979111519999999014e-01,0.000000000000000000e+00
2.991294879999999434e-01,0.000000000000000000e+00
3.003478239999999300e-01,0.000000000000000000e+00
3.015661599999999165e-01,0.000000000000000000e+00
3.027844959999999030e-01,0.000000000000000000e+00
3.040028319999998896e-01,0.000000000000000000e+00
3.052211679999999316e-01,0.000000000000000000e+00
3.064395039999999182e-01,0.000000000000000000e+00
3.076578399999999047e-01,0.000000000000000000e+00
3.088761759999999468e-01,0.000000000000000000e+00
3.100945119999999333e-01,0.000000000000000000e+00
3.113128479999999199e-01,0.000000000000000000e+00
3.125311839999999064e-01,0.000000000000000000e+00
3.137495199999998929e-01,0.000000000000000000e+00
3.149678559999998795e-01,0.000000000000000000e+00
3.161861919999999215e-01,0.000000000000000000e+00
3.174045279999999081e-01,0.000000000000000000e+00
3.186228639999998946e-01,0.000000000000000000e+00
3.198411999999999367e-01,0.000000000000000000e+00
3.210595359999999232e-01,0.000000000000000000e+00
3.222778719999999097e-01,0.000000000000000000e+00
3.234962079999998963e-01,0.000000000000000000e+00
3.247145439999998828e-01,0.000000000000000000e+00
3.259328799999999249e-01,0.000000000000000000e+00
3.271512159999999114e-01,0.000000000000000000e+00
3.283695519999998980e-01,0.000000000000000000e+00
3.295878879999999400e-01,0.000000000000000000e+00
3.308062239999999266e-01,0.000000000000000000e+00
3.320245599999999131e-01,0.000000000000000000e+00
3.332428959999998996e-01,0.000000000000000000e+00
3.344612319999998862e-01,0.000000000000000000e+00
3.356795679999999282e-01,0.000000000000000000e+00
3.368979039999999148e-01,0.000000000000000000e+00
3.381162399999999013e-01,0.000000000000000000e+00
3.393345759999999434e-01,0.000000000000000000e+00
3.405529119999999299e-01,0.000000000000000000e+00
3.417712479999999164e-01,0.000000000000000000e+00
3.429895839999999030e-01,0.000000000000000000e+00
3.442079199999998895e-01,0.000000000000000000e+00
3.454262559999999316e-01,0.000000000000000000e+00
3.466445919999999181e-01,0.000000000000000000e+00
3.478629279999999047e-01,0.000000000000000000e+00
3.490812639999999467e-01,0.000000000000000000e+00
3.502995999999999333e-01,0.000000000000000000e+00
3.515179359999999198e-01,0.000000000000000000e+00
3.527362719999999063e-01,0.000000000000000000e+00
3.539546079999998929e-01,0.000000000000000000e+00
3.551729439999998794e-01,0.000000000000000000e+00
3.563912799999999215e-01,0.000000000000000000e+00
3.576096159999999080e-01,0.000000000000000000e+00
3.588279519999998946e-01,0.000000000000000000e+00
3.600462879999999366e-01,0.000000000000000000e+00
3.612646239999999231e-01,0.000000000000000000e+00
3.624829599999999097e-01,0.000000000000000000e+00
3.637012959999998962e-01,0.000000000000000000e+00
3.649196319999998828e-01,0.000000000000000000e+00
3.661379679999999248e-01,0.000000000000000000e+00
3.673563039999999114e-01,0.000000000000000000e+00
3.685746399999998979e-01,0.000000000000000000e+00
3.697929759999999400e-01,0.000000000000000000e+00
3.710113119999999265e-01,0.000000000000000000e+00
3.722296479999999130e-01,0.000000000000000000e+00
3.734479839999998996e-01,0.000000000000000000e+00
3.746663199999998861e-01,0.000000000000000000e+00
3.758846559999999282e-01,0.000000000000000000e+00
3.771029919999999147e-01,0.000000000000000000e+00
3.783213279999999012e-01,0.000000000000000000e+00
3.795396639999999433e-01,0.000000000000000000e+00
3.807579999999999298e-01,0.000000000000000000e+00
3.819763359999999164e-01,0.000000000000000000e+00
3.831946719999999029e-01,0.000000000000000000e+00
3.844130079999998895e-01,0.000000000000000000e+00
3.856313439999999315e-01,0.000000000000000000e+00
3.868496799999999181e-01,0.000000000000000000e+00
3.880680159999999046e-01,0.000000000000000000e+00
3.892863519999999466e-01,0.000000000000000000e+00
3.905046879999999332e-01,0.000000000000000000e+00
3.917230239999999197e-01,0.000000000000000000e+00
3.929413599999999063e-01,0.000000000000000000e+00
3.941596959999998928e-01,0.000000000000000000e+00
3.953780319999998794e-01,0.000000000000000000e+00
3.965963679999999214e-01,0.000000000000000000e+00
3.978147039999999079e-01,0.000000000000000000e+00
3.990330399999998945e-01,0.000000000000000000e+00
4.002513759999999365e-01,0.000000000000000000e+00
4.014697119999999231e-01,0.000000000000000000e+00
4.026880479999999096e-01,0.000000000000000000e+00
4.039063839999998962e-01,0.000000000000000000e+00
4.051247199999998827e-01,0.000000000000000000e+00
4.063430559999999248e-01,0.000000000000000000e+00
4.075613919999999113e-01,0.000000000000000000e+00
4.087797279999998978e-01,0.000000000000000000e+00
4.099980639999999399e-01,0.000000000000000000e+00
4.112163999999999264e-01,0.000000000000000000e+00
4.124347359999999130e-01,0.000000000000000000e+00
4.136530719999998995e-01,0.000000000000000000e+00
4.148714079999998861e-01,0.000000000000000000e+00
4.160897439999999281e-01,0.000000000000000000e+00
4.173080799999999146e-01,0.000000000000000000e+00
4.185264159999999012e-01,0.000000000000000000e+00
4.197447519999999432e-01,0.000000000000000000e+00
4.209630879999999298e-01,0.000000000000000000e+00
4.221814239999999163e-01,0.000000000000000000e+00
4.233997599999999029e-01,0.000000000000000000e+00
4.246180959999998894e-01,0.000000000000000000e+00
4.258364319999999315e-01,0.000000000000000000e+00
4.270547679999999180e-01,0.000000000000000000e+00
4.282731039999999045e-01,0.000000000000000000e+00
4.294914399999998911e-01,0.000000000000000000e+00
4.307097759999999331e-01,0.000000000000000000e+00
4.319281119999999197e-01,0.000000000000000000e+00
4.331464479999999062e-01,0.000000000000000000e+00
4.343647839999998927e-01,0.000000000000000000e+00
4.355831199999998793e-01,0.000000000000000000e+00
4.368014559999999213e-01,0.000000000000000000e+00
4.380197919999999079e-01,0.000000000000000000e+00
4.392381279999998944e-01,0.000000000000000000e+00
4.404564639999999365e-01,0.000000000000000000e+00
4.416747999999999230e-01,0.000000000000000000e+00
4.428931359999999096e-01,0.000000000000000000e+00
4.441114719999998961e-01,0.000000000000000000e+00
4.453298079999998826e-01,0.000000000000000000e+00
4.465481439999999247e-01,0.000000000000000000e+00
4.477664799999999112e-01,0.000000000000000000e+00
4.489848159999998978e-01,0.000000000000000000e+00
4.502031519999999398e-01,0.000000000000000000e+00
4.514214879999999264e-01,0.000000000000000000e+00
4.526398239999999129e-01,0.000000000000000000e+00
4.538581599999998994e-01,0.000000000000000000e+00
4.550764959999998860e-01,0.000000000000000000e+00
4.562948319999999280e-01,0.000000000000000000e+00
4.575131679999999146e-01,0.000000000000000000e+00
4.587315039999999011e-01,0.000000000000000000e+00
4.599498399999999432e-01,0.000000000000000000e+00
4.611681759999999297e-01,0.000000000000000000e+00
4.623865119999999163e-01,0.000000000000000000e+00
4.636048479999999028e-01,0.000000000000000000e+00
4.648231839999998893e-01,0.000000000000000000e+00
4.660415199999999314e-01,0.000000000000000000e+00
4.672598559999999179e-01,0.000000000000000000e+00
4.684781919999999045e-01,0.000000000000000000e+00
4.696965279999998910e-01,0.000000000000000000e+00
4.709148639999999331e-01,0.000000000000000000e+00
4.721331999999999196e-01,0.000000000000000000e+00
4.733515359999999061e-01,0.000000000000000000e+00
4.745698719999998927e-01,0.000000000000000000e+00
4.757882079999998792e-01,0.000000000000000000e+00
4.770065439999999213e-01,0.000000000000000000e+00
4.782248799999999078e-01,0.000000000000000000e+00
4.794432159999998944e-01,0.000000000000000000e+00
4.806615519999999364e-01,0.000000000000000000e+00
4.818798879999999230e-01,0.000000000000000000e+00
4.830982239999999095e-01,0.000000000000000000e+00
4.843165599999998960e-01,0.000000000000000000e+00
4.855348959999998826e-01,0.000000000000000000e+00
4.867532319999999246e-01,0.000000000000000000e+00
4.879715679999999112e-01,0.000000000000000000e+00
4.891899039999998977e-01,0.000000000000000000e+00
4.904082399999999398e-01,0.000000000000000000e+00
4.916265759999999263e-01,0.000000000000000000e+00
4.928449119999999128e-01,0.000000000000000000e+00
4.940632479999998994e-01,0.000000000000000000e+00
4.952815839999998859e-01,0.000000000000000000e+00
4.964999199999999280e-01,0.000000000000000000e+00
4.977182559999999145e-01,0.000000000000000000e+00
4.989365919999999011e-01,0.000000000000000000e+00
5.001549279999999431e-01,0.000000000000000000e+00
5.013732639999999297e-01,0.000000000000000000e+00
5.025915999999999162e-01,0.000000000000000000e+00
5.038099359999999027e-01,0.000000000000000000e+00
5.050282719999998893e-01,0.000000000000000000e+00
5.062466079999998758e-01,0.000000000000000000e+00
5.074649439999998624e-01,0.000000000000000000e+00
5.086832799999998489e-01,0.000000000000000000e+00
5.099016159999999465e-01,0.000000000000000000e+00
5.111199519999999330e-01,0.000000000000000000e+00
5.123382879999999195e-01,0.000000000000000000e+00
5.135566239999999061e-01,0.000000000000000000e+00
5.147749599999998926e-01,0.000000000000000000e+00
5.159932959999998792e-01,0.000000000000000000e+00
5.172116319999998657e-01,0.000000000000000000e+00
5.184299679999999633e-01,0.000000000000000000e+00
5.196483039999999498e-01,0.000000000000000000e+00
5.208666399999999364e-01,0.000000000000000000e+00
5.220849759999999229e-01,0.000000000000000000e+00
5.233033119999999094e-01,0.000000000000000000e+00
5.245216479999998960e-01,0.000000000000000000e+00
5.257399839999998825e-01,0.000000000000000000e+00
5.269583199999998691e-01,0.000000000000000000e+00
5.281766559999998556e-01,0.000000000000000000e+00
5.293949919999999532e-01,0.000000000000000000e+00
5.306133279999999397e-01,0.000000000000000000e+00
5.318316639999999262e-01,0.000000000000000000e+00
5.330499999999999128e-01,0.000000000000000000e+00
5.342683359999998993e-01,0.000000000000000000e+00
5.354866719999998859e-01,0.000000000000000000e+00
5.367050079999998724e-01,0.000000000000000000e+00
5.379233439999999700e-01,0.000000000000000000e+00
5.391416799999999565e-01,0.000000000000000000e+00
5.403600159999999430e-01,0.000000000000000000e+00
5.415783519999999296e-01,0.000000000000000000e+00
5.427966879999999161e-01,0.000000000000000000e+00
5.440150239999999027e-01,0.000000000000000000e+00
5.452333599999998892e-01,0.000000000000000000e+00
5.464516959999998758e-01,0.000000000000000000e+00
5.476700319999998623e-01,0.000000000000000000e+00
5.488883679999998488e-01,0.000000000000000000e+00
5.501067039999999464e-01,0.000000000000000000e+00
5.513250399999999329e-01,0.000000000000000000e+00
5.525433759999999195e-01,0.000000000000000000e+00
5.537617119999999060e-01,0.000000000000000000e+00
5.549800479999998926e-01,0.000000000000000000e+00
5.561983839999998791e-01,0.000000000000000000e+00
5.574167199999998656e-01,0.000000000000000000e+00
5.586350559999999632e-01,0.000000000000000000e+00
5.598533919999999497e-01,0.000000000000000000e+00
5.610717279999999363e-01,0.000000000000000000e+00
5.622900639999999228e-01,0.000000000000000000e+00
5.635083999999999094e-01,0.000000000000000000e+00
5.647267359999998959e-01,0.000000000000000000e+00
5.659450719999998825e-01,0.000000000000000000e+00
5.671634079999998690e-01,0.000000000000000000e+00
5.683817439999998555e-01,0.000000000000000000e+00
5.696000799999999531e-01,0.000000000000000000e+00
5.708184159999999396e-01,0.000000000000000000e+00
5.720367519999999262e-01,0.000000000000000000e+00
5.732550879999999127e-01,0.000000000000000000e+00
5.744734239999998993e-01,0.000000000000000000e+00
5.756917599999998858e-01,0.000000000000000000e+00
5.769100959999998723e-01,0.000000000000000000e+00
5.781284319999999699e-01,0.000000000000000000e+00
5.793467679999999564e-01,0.000000000000000000e+00
5.805651039999999430e-01,0.000000000000000000e+00
5.817834399999999295e-01,0.000000000000000000e+00
5.830017759999999161e-01,0.000000000000000000e+00
5.842201119999999026e-01,0.000000000000000000e+00
5.854384479999998891e-01,0.000000000000000000e+00
5.866567839999998757e-01,0.000000000000000000e+00
5.878751199999998622e-01,0.000000000000000000e+00
5.890934559999998488e-01,0.000000000000000000e+00
5.903117919999999463e-01,0.000000000000000000e+00
5.915301279999999329e-01,0.000000000000000000e+00
5.927484639999999194e-01,0.000000000000000000e+00
5.939667999999999060e-01,0.000000000000000000e+00
5.951851359999998925e-01,0.000000000000000000e+00
5.964034719999998790e-01,0.000000000000000000e+00
5.976218079999998656e-01,0.000000000000000000e+00
5.988401439999999631e-01,0.000000000000000000e+00
6.000584799999999497e-01,0.000000000000000000e+00
6.012768159999999362e-01,0.000000000000000000e+00
6.024951519999999228e-01,0.000000000000000000e+00
6.037134879999999093e-01,0.000000000000000000e+00
6.049318239999998958e-01,0.000000000000000000e+00
6.061501599999998824e-01,0.000000000000000000e+00
6.073684959999998689e-01,0.000000000000000000e+00
6.085868319999998555e-01,0.000000000000000000e+00
6.098051679999999530e-01,0.000000000000000000e+00
6.110235039999999396e-01,0.000000000000000000e+00
6.122418399999999261e-01,0.000000000000000000e+00
6.134601759999999127e-01,0.000000000000000000e+00
6.146785119999998992e-01,0.000000000000000000e+00
6.158968479999998857e-01,0.000000000000000000e+00
6.171151839999998723e-01,0.000000000000000000e+00
6.183335199999999698e-01,0.000000000000000000e+00
6.195518559999999564e-01,0.000000000000000000e+00
6.207701919999999429e-01,0.000000000000000000e+00
6.219885279999999295e-01,0.000000000000000000e+00
6.232068639999999160e-01,0.000000000000000000e+00
6.244251999999999025e-01,0.000000000000000000e+00
6.256435359999998891e-01,0.000000000000000000e+00
6.268618719999998756e-01,0.000000000000000000e+00
6.280802079999998622e-01,0.000000000000000000e+00
6.292985439999998487e-01,0.000000000000000000e+00
6.305168799999999463e-01,0.000000000000000000e+00
6.317352159999999328e-01,0.000000000000000000e+00
6.329535519999999194e-01,0.000000000000000000e+00
6.341718879999999059e-01,0.000000000000000000e+00
6.353902239999998924e-01,0.000000000000000000e+00
6.366085599999998790e-01,0.000000000000000000e+00
6.378268959999998655e-01,0.000000000000000000e+00
6.390452319999999631e-01,0.000000000000000000e+00
6.402635679999999496e-01,0.000000000000000000e+00
6.414819039999999362e-01,0.000000000000000000e+00
6.427002399999999227e-01,0.000000000000000000e+00
6.439185759999999092e-01,0.000000000000000000e+00
6.451369119999998958e-01,0.000000000000000000e+00
6.463552479999998823e-01,0.000000000000000000e+00
6.475735839999998689e-01,0.000000000000000000e+00
6.487919199999998554e-01,0.000000000000000000e+00
6.500102559999999530e-01,0.000000000000000000e+00
6.512285919999999395e-01,0.000000000000000000e+00
6.524469279999999261e-01,0.000000000000000000e+00
6.536652639999999126e-01,0.000000000000000000e+00
6.548835999999998991e-01,0.000000000000000000e+00
6.561019359999998857e-01,0.000000000000000000e+00
6.573202719999998722e-01,0.000000000000000000e+00
6.585386079999999698e-01,0.000000000000000000e+00
6.597569439999999563e-01,0.000000000000000000e+00
6.609752799999999429e-01,0.000000000000000000e+00
6.621936159999999294e-01,0.000000000000000000e+00
6.634119519999999159e-01,0.000000000000000000e+00
6.646302879999999025e-01,0.000000000000000000e+00
6.658486239999998890e-01,0.000000000000000000e+00
6.670669599999998756e-01,0.000000000000000000e+00
6.682852959999998621e-01,0.000000000000000000e+00
6.695036319999998486e-01,0.000000000000000000e+00
6.707219679999999462e-01,0.000000000000000000e+00
6.719403039999999327e-01,0.000000000000000000e+00
6.731586399999999193e-01,0.000000000000000000e+00
6.743769759999999058e-01,0.000000000000000000e+00
6.755953119999998924e-01,0.000000000000000000e+00
6.768136479999998789e-01,0.000000000000000000e+00
6.780319839999998655e-01,0.000000000000000000e+00
6.792503199999999630e-01,0.000000000000000000e+00
6.804686559999999496e-01,0.000000000000000000e+00
6.816869919999999361e-01,0.000000000000000000e+00
6.829053279999999226e-01,0.000000000000000000e+00
6.841236639999999092e-01,0.000000000000000000e+00
6.853419999999998957e-01,0.000000000000000000e+00
6.865603359999998823e-01,0.000000000000000000e+00
6.877786719999998688e-01,0.000000000000000000e+00
6.889970079999998553e-01,0.000000000000000000e+00
6.902153439999999529e-01,0.000000000000000000e+00
6.914336799999999394e-01,0.000000000000000000e+00
6.926520159999999260e-01,0.000000000000000000e+00
6.938703519999999125e-01,0.000000000000000000e+00
6.950886879999998991e-01,0.000000000000000000e+00
6.963070239999998856e-01,0.000000000000000000e+00
6.975253599999998722e-01,0.000000000000000000e+00
6.987436959999999697e-01,0.000000000000000000e+00
6.999620319999999563e-01,0.000000000000000000e+00
7.011803679999999428e-01,0.000000000000000000e+00
7.023987039999999293e-01,0.000000000000000000e+00
7.036170399999999159e-01,0.000000000000000000e+00
7.048353759999999024e-01,0.000000000000000000e+00
7.060537119999998890e-01,0.000000000000000000e+00
7.072720479999998755e-01,0.000000000000000000e+00
7.084903839999998620e-01,0.000000000000000000e+00
