# l_diff,pdf
4.591999999999851680e-05,6.436343901089647943e+02
8.175999999999852602e-05,3.204077766819809767e+02
1.175999999999985352e-04,3.194681644336467343e+02
1.534399999999985580e-04,6.361174921222908551e+02
1.892799999999985401e-04,3.166493276886440071e+02
2.251199999999985765e-04,3.157097154403097647e+02
2.609599999999985586e-04,3.147701031919752381e+02
2.967999999999985949e-04,6.267213696389486586e+02
3.326399999999985770e-04,3.119512664469729657e+02
3.684799999999986133e-04,3.110116541986382117e+02
4.043199999999985954e-04,6.192044716522736962e+02
4.401599999999986318e-04,3.081928174536358824e+02
4.759999999999986139e-04,3.072532052053016400e+02
5.118399999999986502e-04,3.063135929569664881e+02
5.476799999999987408e-04,6.098083491689320681e+02
5.835199999999986144e-04,3.034947562119646705e+02
6.193599999999987050e-04,3.025551439636303712e+02
6.551999999999985787e-04,6.022914511822580153e+02
6.910399999999986692e-04,2.997363072186267345e+02
7.268799999999987597e-04,2.987966949702934016e+02
7.627199999999986334e-04,2.978570827219591592e+02
7.985599999999987240e-04,5.928953286989136586e+02
8.343999999999988145e-04,2.950382459769563184e+02
8.702399999999986882e-04,2.940986337286220760e+02
9.060799999999987787e-04,2.931590214802878336e+02
9.419199999999986524e-04,5.834992062155728263e+02
9.777599999999987430e-04,2.903401847352841401e+02
1.013599999999998834e-03,2.894005724869498977e+02
1.049439999999998707e-03,5.759823082289004788e+02
1.085279999999998798e-03,2.865817357419471705e+02
1.121119999999998888e-03,2.856421234936146334e+02
1.156959999999998762e-03,2.847025112452786857e+02
1.192799999999998853e-03,5.665861857455545305e+02
1.228639999999998726e-03,2.818836745002776070e+02
1.264479999999998817e-03,2.809440622519416593e+02
1.300319999999998907e-03,5.590692877588838883e+02
1.336159999999998781e-03,2.781252255069388752e+02
1.371999999999998871e-03,2.771856132586046328e+02
1.407839999999998745e-03,2.762460010102720389e+02
1.443679999999998836e-03,5.496731652755379400e+02
1.479519999999998926e-03,2.734271642652676064e+02
1.515359999999999017e-03,2.724875520169350125e+02
1.551199999999998890e-03,5.421562672888640009e+02
1.587039999999998981e-03,2.696687152719306368e+02
1.622879999999998855e-03,2.687291030235979861e+02
1.658719999999998945e-03,2.677894907752620952e+02
1.694559999999999036e-03,5.327601448055246465e+02
1.730399999999998909e-03,2.649706540302593680e+02
1.766239999999999000e-03,2.640310417819251256e+02
1.802079999999998874e-03,2.630914295335924749e+02
1.837919999999998964e-03,5.233640223221789256e+02
1.873759999999999055e-03,2.602725927885896340e+02
1.909599999999998928e-03,2.593329805402538568e+02
1.945439999999999019e-03,5.158471243355049864e+02
1.981279999999999326e-03,2.565141437952510728e+02
2.017119999999998983e-03,2.555745315469168304e+02
2.052959999999999074e-03,2.546349192985856575e+02
2.088799999999999164e-03,5.064510018521623920e+02
2.124639999999998821e-03,2.518160825535798040e+02
2.160479999999999345e-03,2.508764703052455616e+02
2.196319999999999002e-03,4.989341038654883960e+02
2.232159999999999093e-03,2.480576335602457902e+02
2.267999999999999183e-03,2.471180213119085352e+02
2.303839999999998840e-03,2.461784090635742928e+02
2.339679999999999364e-03,4.895379813821458583e+02
2.375519999999999021e-03,2.433595723185715087e+02
2.411359999999999112e-03,2.424199600702402222e+02
2.447199999999999202e-03,4.820210833954718055e+02
2.483039999999998859e-03,2.396011233252345392e+02
2.518879999999999383e-03,2.386615110769002683e+02
2.554719999999999040e-03,2.377218988285660259e+02
2.590559999999999131e-03,4.726249609121350090e+02
2.626399999999999221e-03,2.349030620835632703e+02
2.662239999999998878e-03,2.339634498352289995e+02
2.698079999999999402e-03,2.386615110769002683e+02
2.733919999999999059e-03,4.575911649387812190e+02
2.769759999999999583e-03,2.302050008418919731e+02
2.805599999999999240e-03,2.255069396002234328e+02
2.841439999999998897e-03,1.484587352368119753e+02
2.877279999999999421e-03,1.597340822168230190e+01
2.913119999999999078e-03,1.409418372501379402e+01
2.948959999999999602e-03,1.315457147667954274e+01
2.984799999999999259e-03,2.349030620835661054e+01
3.020639999999998916e-03,1.033573473167678358e+01
3.056479999999999440e-03,1.033573473167678358e+01
3.092319999999999097e-03,1.785263271835080801e+01
3.128159999999999621e-03,8.456510235008277476e+00
3.163999999999999278e-03,7.516897986674024423e+00
3.199839999999999369e-03,6.577285738339850418e+00
3.235679999999999459e-03,1.221495922834528969e+01
3.271519999999999116e-03,5.637673490005518318e+00
3.307359999999999640e-03,4.698061241671265265e+00
3.343199999999999297e-03,8.456510235008277476e+00
3.379039999999999388e-03,3.758448993337057953e+00
3.414879999999999478e-03,3.758448993337012212e+00
3.450719999999999135e-03,2.818836745002759159e+00
3.486559999999999659e-03,4.698061241671265265e+00
3.522399999999999316e-03,1.879224496668506106e+00
3.558239999999999407e-03,1.879224496668528976e+00
3.594079999999999497e-03,1.879224496668483235e+00
