# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,1.292816356465582850e-01,1.333505930394194849e-01,1.101758527501104784e-01
-7.612499999999999822e-01,1.845184518451847555e-01,1.831117177651841732e-01,1.515813538444376884e-01
-7.087499999999999911e-01,2.559065430352557846e-01,2.046162230037766872e-01,1.858126681323286344e-01
-6.562500000000000000e-01,3.098420778760231364e-01,2.675301543759817102e-01,2.524577418495381198e-01
-6.037500000000000089e-01,3.597324672289285985e-01,3.398518815774797530e-01,2.990126328174402270e-01
-5.512499999999999067e-01,3.857580943860964839e-01,4.152483418267092219e-01,3.542112453003525840e-01
-4.987499999999999156e-01,4.481112684790148903e-01,4.988347414732844931e-01,4.514004514004460455e-01
-4.462499999999999800e-01,5.201278892933702824e-01,6.172754424008038976e-01,5.451897884712524345e-01
-3.937499999999999889e-01,5.756193097069961517e-01,7.095026138358981882e-01,6.342648916906270529e-01
-3.412499999999999423e-01,6.756664677456668544e-01,7.819179710654506898e-01,7.126013490935608763e-01
-2.887499999999999512e-01,8.049878771236552710e-01,8.687062750326173255e-01,8.389839507236878102e-01
-2.362499999999999600e-01,7.912311377657826883e-01,9.147863789756512931e-01,9.410273837430731536e-01
-1.837499999999999689e-01,8.566618043279919936e-01,9.381715251587898763e-01,9.886216251138350009e-01
-1.312499999999999778e-01,9.162049119616244575e-01,9.350200754341122522e-01,1.047219059948892195e+00
-7.874999999999998668e-02,9.911239684931257843e-01,9.951201342483275702e-01,1.045299192399602894e+00
-2.624999999999999556e-02,1.053231696796043559e+00,9.965970670612507298e-01,1.068788197501056247e+00
2.624999999999999556e-02,1.078020151570354246e+00,9.822228833415624916e-01,1.077120794235350898e+00
7.874999999999998668e-02,1.016206016206006923e+00,9.769097598594768117e-01,1.015243334903860317e+00
1.312499999999999778e-01,1.025703302931017635e+00,9.295297066931322849e-01,9.503901724552266117e-01
1.837500000000000244e-01,9.564844501195179927e-01,9.143653530949359398e-01,9.289670463644881249e-01
2.362500000000000711e-01,9.013876269887513004e-01,7.823054557013621180e-01,8.347258064372538033e-01
2.887500000000000622e-01,8.795139063880151875e-01,7.762513561664882156e-01,7.582547893721782728e-01
3.412500000000000533e-01,7.454827115364525136e-01,7.210382091441585040e-01,6.957613605421156810e-01
3.937500000000000444e-01,7.122713841242735988e-01,6.367250587386807936e-01,6.073522056548850134e-01
4.462500000000000355e-01,5.943655590048714243e-01,5.268611395652609275e-01,5.553192681905481098e-01
4.987500000000000266e-01,4.698491827204630544e-01,4.746055453268988589e-01,4.598081472197407815e-01
5.512500000000000178e-01,3.923050599146741257e-01,4.119517132246948710e-01,3.995378606411106315e-01
6.037500000000000089e-01,3.097313917681665529e-01,3.314339806560460677e-01,3.387452821681944948e-01
6.562500000000000000e-01,2.613840661931182696e-01,2.565766780759717869e-01,2.867034479481434528e-01
7.087499999999999911e-01,1.681630748108834394e-01,2.234925219366524496e-01,2.021680451666307832e-01
7.612499999999999822e-01,1.561720797930140348e-01,1.607667307808754165e-01,1.767699009566055524e-01
8.137499999999999734e-01,1.225734818379801971e-01,1.429418190380004339e-01,1.341042005822772609e-01
