# time,average_velocity_axis_0_t_inf,95CLI,vs,surftimeconst
9.996000000000000441e+00,2.308212777298419560e-01,5.669056994830305382e-03,1.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,6.268222961059424225e-01,2.039011784310915815e-02,4.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,5.415216492847139129e-01,2.150576898730164818e-02,4.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,2.018334424590148557e-01,5.730328679536568319e-03,1.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,1.122386312190891966e-01,3.080043910872830911e-03,5.000000000000000000e-01,8.000000000000000000e+00
9.996000000000000441e+00,8.444572516506602122e-01,5.565157998059255123e-02,8.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,1.926937556272508845e-01,6.083738024293074489e-03,1.000000000000000000e+00,9.000000000000000000e+00
9.996000000000000441e+00,1.878438073471576097e-01,6.012992920504737528e-03,1.000000000000000000e+00,1.000000000000000000e+01
9.996000000000000441e+00,1.779826361208545760e-01,5.674131061350405451e-03,1.000000000000000000e+00,1.100000000000000000e+01
9.996000000000000441e+00,1.757797258551858088e-01,5.935789426220769091e-03,1.000000000000000000e+00,1.200000000000000000e+01
9.996000000000000441e+00,1.724338044788227831e-01,6.007638922881243689e-03,1.000000000000000000e+00,1.300000000000000000e+01
9.996000000000000441e+00,1.677120815122924435e-01,6.116187814802668404e-03,1.000000000000000000e+00,1.400000000000000000e+01
9.996000000000000441e+00,1.649879565107292834e-01,5.976475849376575340e-03,1.000000000000000000e+00,1.500000000000000000e+01
9.996000000000000441e+00,1.629610880485006519e-01,5.865792842308653263e-03,1.000000000000000000e+00,1.600000000000000000e+01
