# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,5.436590000000000034e-01
-2.812500000000000000e+00,5.335905000000000786e-01
-2.687500000000000000e+00,5.909420714285714693e-01
-2.562500000000000000e+00,6.101304999999999090e-01
-2.437500000000000000e+00,6.620500253164557369e-01
-2.312500000000000000e+00,6.294746192307694166e-01
-2.187500000000000000e+00,6.693765275310831209e-01
-2.062500000000000000e+00,6.815461360824739412e-01
-1.937500000000000000e+00,6.753933793490475290e-01
-1.812500000000000000e+00,6.448968528678313827e-01
-1.687500000000000000e+00,6.161543699519232975e-01
-1.562500000000000000e+00,5.677654122092172795e-01
-1.437500000000000000e+00,5.226006906278453101e-01
-1.312500000000000000e+00,4.793000218631715548e-01
-1.187500000000000000e+00,4.347234044256129137e-01
-1.062500000000000000e+00,3.924884466688206563e-01
-9.375000000000000000e-01,3.571207979429368851e-01
-8.125000000000000000e-01,3.143783007047886158e-01
-6.875000000000000000e-01,2.691659341369756486e-01
-5.625000000000000000e-01,2.239951866193748420e-01
-4.375000000000000000e-01,1.779828801102319724e-01
-3.125000000000000000e-01,1.307657849382306003e-01
-1.875000000000000000e-01,7.920817882930535070e-02
-6.250000000000000000e-02,2.792602506586473743e-02
6.250000000000000000e-02,-2.440162248137855983e-02
1.875000000000000000e-01,-7.712836361940292318e-02
3.125000000000000000e-01,-1.316138282892850564e-01
4.375000000000000000e-01,-1.844923840268259119e-01
5.625000000000000000e-01,-2.378665860252465181e-01
6.875000000000000000e-01,-2.867954842902028512e-01
8.125000000000000000e-01,-3.344338424756575501e-01
9.375000000000000000e-01,-3.823193236732997935e-01
1.062500000000000000e+00,-4.282320067754751824e-01
1.187500000000000000e+00,-4.692741690943145749e-01
1.312500000000000000e+00,-5.013602653139769272e-01
1.437500000000000000e+00,-5.475557737690256443e-01
1.562500000000000000e+00,-5.758662619524759219e-01
1.687500000000000000e+00,-6.050284926064848356e-01
1.812500000000000000e+00,-6.127924295799500598e-01
1.937500000000000000e+00,-6.412497211184706725e-01
2.062500000000000000e+00,-6.775343856783926366e-01
2.187500000000000000e+00,-6.991448518518508237e-01
2.312500000000000000e+00,-6.945079852398521325e-01
2.437500000000000000e+00,-7.188086385542167278e-01
2.562500000000000000e+00,-7.339664520547944937e-01
2.687500000000000000e+00,-8.758461267605633926e-01
2.812500000000000000e+00,-9.374928666666663135e-01
2.937500000000000000e+00,-9.902318571428571081e-01
3.062500000000000000e+00,-9.900699999999998946e-01
3.187500000000000000e+00,nan
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
