# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,1.826269583480087211e-04,2.478126455741608714e-03,2.976198240942107189e-03,3.328034666820720716e-03,5.809276579831894891e-04,1.016747637496668655e-03,2.181584618089140500e-03,3.308498044928210018e-03,1.043582619131478329e-04
-1.042187500000000000e+01,7.565973988703215579e-04,2.579388373619971499e-03,2.857294807359380111e-03,4.291609285152121582e-03,1.175769750888131741e-03,1.755455048610452852e-03,4.701758452785740651e-03,6.816066222006817409e-03,7.826869643486087465e-05
-9.703125000000000000e+00,2.348060893045826429e-03,2.826369593481089810e-03,4.715751078213412974e-03,8.814851862634908233e-03,1.047061227861916357e-03,2.565722410750395817e-03,6.197370812093149460e-03,7.012403740772233871e-03,4.174330476525913314e-04
-8.984375000000000000e+00,4.383047000352210606e-03,4.941363701587552643e-03,5.207840420926951319e-03,1.159693609112462734e-02,1.567113233062437591e-03,2.691449269150522888e-03,8.019938799103664209e-03,7.702964913468571262e-03,1.434926101305783203e-03
-8.265625000000000000e+00,4.122151345569344955e-03,5.097767301813794019e-03,8.374865197938799466e-03,1.730514188542604109e-02,2.243702631132681469e-03,4.003381704630100228e-03,9.648724069731363928e-03,7.445961987503098463e-03,1.487105232262357635e-03
-7.546875000000000000e+00,1.361875317966576918e-02,5.549850906560484937e-03,9.295339471835362133e-03,1.767721922693945430e-02,3.209016553829300428e-03,7.861904202842610184e-03,1.292034110098526541e-02,8.996179121017688907e-03,3.391643512177305950e-03
-6.828125000000000000e+00,2.285445935897939193e-02,1.145464327086834905e-02,9.971364160696110854e-03,1.647557536885605606e-02,7.070272244615773659e-03,9.837257017627188196e-03,1.876426186683301592e-02,1.611390952759873818e-02,4.096061780091056655e-03
-6.109375000000000000e+00,3.211625510377107834e-02,1.334371720627741155e-02,1.569631836136750960e-02,2.857230575306712525e-02,1.153158794140281967e-02,1.685336235486906489e-02,2.906856467690813878e-02,2.755882763709624483e-02,8.113854863747230195e-03
-5.390625000000000000e+00,4.910056223013571641e-02,1.696534505989368696e-02,2.180818872401076372e-02,4.320641072490138263e-02,1.500150015001501178e-02,2.593899141466923450e-02,3.620323809734036363e-02,3.546888850375706087e-02,1.168812533427254080e-02
-4.671875000000000000e+00,6.485344186592512106e-02,2.443200841823306782e-02,2.851874120218336056e-02,4.832463092549933031e-02,2.244050492005730466e-02,3.981640400064821728e-02,5.201488745495282812e-02,4.800209914286503871e-02,2.181087673984791891e-02
-3.953125000000000000e+00,7.916965609604374732e-02,3.011456425145608157e-02,4.039215023443856745e-02,6.132236556844174874e-02,3.039608308656932198e-02,5.795163367268362647e-02,6.111601213546129230e-02,7.311116204788112305e-02,3.222235267004949083e-02
-3.234375000000000000e+00,8.938806924170601687e-02,4.297948971372796828e-02,4.571514441979718235e-02,7.781709934881701762e-02,4.370176148049540604e-02,7.212646730511497462e-02,6.698878230205213002e-02,9.744576942166194300e-02,4.632463246324606404e-02
-2.515625000000000000e+00,1.103397296251353160e-01,6.158867200623496102e-02,5.545313945893081548e-02,8.980798585150245872e-02,6.603616883427397555e-02,7.953391612453093729e-02,7.899296119074544764e-02,1.125898247645196748e-01,6.190879957560904701e-02
-1.796875000000000000e+00,1.190310335381350587e-01,9.423932272912760588e-02,8.529934868133813575e-02,1.073930891330012599e-01,8.724350695939085687e-02,9.306730959765743827e-02,8.551977235106301978e-02,1.186355639140036500e-01,8.069328671997558211e-02
-1.078125000000000000e+00,1.321262561038697714e-01,1.311719461917078555e-01,1.279001304986497611e-01,1.077603435682711747e-01,1.140114011401127947e-01,1.026090760055450302e-01,9.038313725825861122e-02,1.241495323286098407e-01,1.118355313792240152e-01
-3.593750000000000000e-01,1.350848128291075034e-01,2.436328730384201835e-01,2.167249135980768848e-01,1.049913646477641377e-01,1.467016266844060335e-01,1.095657391826126842e-01,8.584393512973226281e-02,1.250052509630623920e-01,1.303712979993640886e-01
3.593750000000000000e-01,1.394504667858077473e-01,2.310358091362242072e-01,2.500399195112116835e-01,9.398002737336594303e-02,1.792092252703520183e-01,1.204448395150062578e-01,9.210449777115047032e-02,1.190182832729683726e-01,1.461711388530139710e-01
1.078125000000000000e+00,1.240611017623490103e-01,1.201322112839338374e-01,1.377761978082863437e-01,9.522841409508225885e-02,1.737043269544328861e-01,1.145203292426697772e-01,1.032034089913783786e-01,1.032295107198241968e-01,1.738660822603982914e-01
1.796875000000000000e+00,9.449640616235434332e-02,8.040466123665641895e-02,8.707112469488632878e-02,8.813014617421052743e-02,1.509611830748275041e-01,1.048398580899647936e-01,9.755813612894888298e-02,9.216921692169138813e-02,1.643642625132063217e-01
2.515625000000000000e+00,7.273075133600248598e-02,5.594801238365540441e-02,6.938342620258593219e-02,6.861037288775635734e-02,1.157646199402538739e-01,1.003698458713517122e-01,8.802019931828468369e-02,7.108491937670442795e-02,1.316062040986695769e-01
3.234375000000000000e+00,4.962409284406670007e-02,4.641010684919393697e-02,5.029241489931014081e-02,5.890552019773568487e-02,9.528083243106846845e-02,8.506272509716267249e-02,7.524229641397807422e-02,5.500139120457615133e-02,8.824882488248736445e-02
3.953125000000000000e+00,2.619740234893057004e-02,4.595962701860213662e-02,3.216419978443998962e-02,4.688157301157677703e-02,5.938680824604147812e-02,6.323973056646278734e-02,6.361038310320141220e-02,4.130716854858799969e-02,6.733195058636236296e-02
4.671875000000000000e+00,1.335959682924811771e-02,3.434107385893855890e-02,2.669393117481401803e-02,3.760827978727990933e-02,2.684964148588757718e-02,4.473173547646187853e-02,5.344626023215583166e-02,2.926975927406380226e-02,3.856733499436866552e-02
5.390625000000000000e+00,7.073750853346182955e-03,3.153905452657061043e-02,1.778638707375061398e-02,3.731429043525445050e-02,1.604508276914650908e-02,3.844980771369049116e-02,4.239573966807533983e-02,1.777072117149609137e-02,3.036303630363021769e-02
6.109375000000000000e+00,3.269892206611970525e-03,2.067511098935978855e-02,1.361275683664444312e-02,2.911421576940296727e-02,1.061845314966280464e-02,3.407396640285140221e-02,3.675867391282386376e-02,1.467798953808430173e-02,2.396065693525878393e-02
6.828125000000000000e+00,1.121851315566339000e-03,1.232471073194277116e-02,1.070415341929448899e-02,2.536345368889488666e-02,6.967653287067831179e-03,1.932497119754973680e-02,2.459404694758652449e-02,9.703579053557483472e-03,7.835566165312172343e-03
7.546875000000000000e+00,3.130747857394434986e-04,6.342000659693292595e-03,6.029851997057406390e-03,1.673376041943337722e-02,2.454158459324193384e-03,1.369081007479630574e-02,1.857475588153009033e-02,6.456297803693411032e-03,2.692443157359215595e-03
8.265625000000000000e+00,1.304478273914348046e-04,4.677486382178594991e-03,4.242637702505436259e-03,1.301812846445568432e-02,1.043582619131478329e-04,1.376212155377028699e-02,1.568347948029399225e-02,4.163894650334609530e-03,1.878448714436660883e-04
8.984375000000000000e+00,0.000000000000000000e+00,2.169275694889129334e-03,2.461273795363728371e-03,1.040022692274873185e-02,0.000000000000000000e+00,7.038467821937472585e-03,1.053057744639945142e-02,2.922031333568144741e-03,1.304478273914348046e-04
9.703125000000000000e+00,0.000000000000000000e+00,1.633206798940764785e-03,1.226209577479486345e-03,9.085109527327649495e-03,0.000000000000000000e+00,2.382846980350209528e-03,9.764015681129134885e-03,2.687225244263557414e-03,0.000000000000000000e+00
1.042187500000000000e+01,0.000000000000000000e+00,2.097027667410794171e-03,5.739704405223128910e-04,7.970342271598472930e-03,0.000000000000000000e+00,1.252299142957773778e-03,5.982423952916652438e-03,1.050539836592354493e-03,0.000000000000000000e+00
1.114062500000000000e+01,0.000000000000000000e+00,2.219524389132656282e-03,3.391643512177303890e-04,4.275522891732343699e-03,0.000000000000000000e+00,9.251761296530991224e-04,5.270182580087482381e-03,1.428917595316844466e-03,0.000000000000000000e+00
