# omega_z*kolmogorov_time,p_x
-3.937500000000000000e+00,1.537832842017902601e+00
-3.812500000000000000e+00,1.536735505574845728e+00
-3.687500000000000000e+00,1.535562051744721268e+00
-3.562500000000000000e+00,1.534304211294467146e+00
-3.437500000000000000e+00,1.532952461371614117e+00
-3.312500000000000000e+00,1.531495776240274775e+00
-3.187500000000000000e+00,1.529921315461188591e+00
-3.062500000000000000e+00,1.528214030224302800e+00
-2.937500000000000000e+00,1.526356161397088629e+00
-2.812500000000000000e+00,1.524326592620273146e+00
-2.687500000000000000e+00,1.522100007007018307e+00
-2.562500000000000000e+00,1.519645774633200386e+00
-2.437500000000000000e+00,1.516926467613704865e+00
-2.312500000000000000e+00,1.513895859167548874e+00
-2.187500000000000000e+00,1.510496223279891748e+00
-2.062500000000000000e+00,1.506654767548565754e+00
-1.937500000000000000e+00,1.502278935840357876e+00
-1.812500000000000000e+00,1.497249360139402352e+00
-1.687500000000000000e+00,1.491408714933833535e+00
-1.562500000000000000e+00,1.484546750947027816e+00
-1.437500000000000000e+00,1.476380285089641919e+00
-1.312500000000000000e+00,1.466521150459024314e+00
-1.187500000000000000e+00,1.454422260502394426e+00
-1.062500000000000000e+00,1.439286264069297161e+00
-9.375000000000000000e-01,1.419920171500540285e+00
-8.125000000000000000e-01,1.394474480544809936e+00
-6.875000000000000000e-01,1.359904275080841218e+00
-5.625000000000000000e-01,1.310770486345091523e+00
-4.375000000000000000e-01,1.236162335553729674e+00
-3.125000000000000000e-01,1.110875179369646970e+00
-1.875000000000000000e-01,8.680309215448993587e-01
-6.250000000000000000e-02,3.407635934801219180e-01
6.250000000000000000e-02,-4.374113252204966384e-01
1.875000000000000000e-01,-9.132951187419241501e-01
3.125000000000000000e-01,-1.132933700608291794e+00
4.375000000000000000e-01,-1.248923847226713901e+00
5.625000000000000000e-01,-1.319242285495434208e+00
6.875000000000000000e-01,-1.365998896457951473e+00
8.125000000000000000e-01,-1.399057670536830056e+00
9.375000000000000000e-01,-1.423461155508821685e+00
1.062500000000000000e+00,-1.442075021946989777e+00
1.187500000000000000e+00,-1.456651916598642460e+00
1.312500000000000000e+00,-1.468325197309938712e+00
1.437500000000000000e+00,-1.477855427547128286e+00
1.562500000000000000e+00,-1.485767290930534168e+00
1.687500000000000000e+00,-1.492433493184971649e+00
1.812500000000000000e+00,-1.498122966515982757e+00
1.937500000000000000e+00,-1.503032091802653403e+00
2.062500000000000000e+00,-1.507309911254957946e+00
2.187500000000000000e+00,-1.511071120691097169e+00
2.312500000000000000e+00,-1.514404603079175793e+00
2.437500000000000000e+00,-1.517380084142025076e+00
2.562500000000000000e+00,-1.520052936215208206e+00
2.687500000000000000e+00,-1.522467630368373515e+00
2.812500000000000000e+00,-1.524660267235616651e+00
2.937500000000000000e+00,-1.526660456431245150e+00
3.062500000000000000e+00,-1.528492719475622597e+00
3.187500000000000000e+00,-1.530177544925765520e+00
3.312500000000000000e+00,-1.531732190738409605e+00
3.437500000000000000e+00,-1.533171301493243766e+00
3.562500000000000000e+00,-1.534507388511713311e+00
3.687500000000000000e+00,-1.535751207249853367e+00
3.812500000000000000e+00,-1.536912056837032248e+00
3.937500000000000000e+00,-1.537998019966267060e+00
