# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,1.504550475677947884e-03,1.263814681610603719e-03,4.461581119074427781e-04,3.326395332136605765e-03,1.967137206607857654e-04,8.346577650890421845e-04,3.719642860113396739e-03,6.310743064905042230e-04,0.000000000000000000e+00
-1.042187500000000000e+01,1.379057288704758607e-03,1.144848503351398933e-03,1.118409257149236046e-03,4.646325704435864436e-03,4.565673958700218840e-04,1.241709330230688843e-03,5.200689299546576438e-03,1.375033135122902565e-03,0.000000000000000000e+00
-9.703125000000000000e+00,3.084776517048224125e-03,1.806552780841800621e-03,1.589705465713283326e-03,6.155450512769541048e-03,9.719398440879286824e-04,1.963065049580567899e-03,7.037468883140229198e-03,2.889242373779883546e-03,1.500150015001499725e-04
-8.984375000000000000e+00,3.883597234246648471e-03,3.231927844424974713e-03,1.700334829424192049e-03,6.631791559040453414e-03,1.848010888045326702e-03,3.996351028919122722e-03,9.968444406021936474e-03,4.055008595172445753e-03,6.522391369571743213e-04
-8.265625000000000000e+00,8.207721106584037890e-03,4.381672332418648681e-03,3.377030258387499380e-03,9.983711739136685165e-03,3.908775970764779943e-03,4.856981379435331911e-03,1.373046316931028285e-02,5.748918577157918243e-03,1.532761971849361509e-03
-7.546875000000000000e+00,1.213745207354850406e-02,6.422896064099839139e-03,5.259102847169450784e-03,1.374370881049160470e-02,5.499204164722893036e-03,9.063515704142729654e-03,2.052376665124089686e-02,9.791387848254031606e-03,2.139344369219529137e-03
-6.828125000000000000e+00,1.880679505649000827e-02,8.888201084342035180e-03,7.504087022483396652e-03,1.780870025186816197e-02,6.672924021180575739e-03,1.440272206577368833e-02,2.284841292290970549e-02,1.422940797562767881e-02,4.252599172960783852e-03
-6.109375000000000000e+00,3.295156721133159217e-02,1.353768342772941440e-02,1.090814549357310356e-02,2.602128263143872744e-02,1.073678796451067903e-02,1.914689690058310814e-02,3.127789439470368693e-02,2.070886963346886891e-02,8.335616170312643014e-03
-5.390625000000000000e+00,4.139111571019971764e-02,1.806982006128643806e-02,1.764836780632811006e-02,3.897774066522886188e-02,1.494424804799309933e-02,2.820080870613059579e-02,4.288417436417599204e-02,3.310020087655177884e-02,1.316218578379566018e-02
-4.671875000000000000e+00,5.730565684561766959e-02,2.147180305267860911e-02,2.349045252586976981e-02,5.732675041493854456e-02,2.365060522615388544e-02,3.953369209919112975e-02,5.178657017253054939e-02,4.552973194991173644e-02,1.816485996425720034e-02
-3.953125000000000000e+00,7.158744814857723182e-02,3.072736495429036208e-02,3.193946166556270450e-02,6.455978708715569281e-02,3.668474441112667961e-02,5.215031615589221098e-02,6.485642380958747677e-02,6.479143334702985868e-02,2.612217743513456369e-02
-3.234375000000000000e+00,9.096462667259203050e-02,4.394869059599552930e-02,4.449959955687714935e-02,7.290926829389912656e-02,4.937316345673069956e-02,6.520451175575348035e-02,7.667831852496137524e-02,8.229639138883201865e-02,4.191940933223685384e-02
-2.515625000000000000e+00,1.159021192497311920e-01,6.363539629056810809e-02,6.720764214033211892e-02,8.509820676538741580e-02,6.812320516096063983e-02,8.156694085185840770e-02,7.462862608583814561e-02,9.947575692230349598e-02,6.414119672836714192e-02
-1.796875000000000000e+00,1.311010082855141590e-01,1.054817871390452827e-01,1.076649032324733662e-01,9.774404958328021531e-02,9.056937551098249994e-02,1.027033735950327181e-01,8.808682564159206474e-02,1.135794491438333886e-01,8.663692456202107262e-02
-1.078125000000000000e+00,1.449208880434982583e-01,1.573267045984998447e-01,1.513961941171864112e-01,9.969339866392661065e-02,1.032566857834516239e-01,1.059401437787872574e-01,9.850963488950494062e-02,1.214653278680415810e-01,1.161181335524865965e-01
-3.593750000000000000e-01,1.506192430758037659e-01,2.106146734905253171e-01,2.140249672884731447e-01,9.955979676360784958e-02,1.280521694058155413e-01,1.104880894784937562e-01,1.022145438896006897e-01,1.298694672270253592e-01,1.431860577362093767e-01
3.593750000000000000e-01,1.485308600867716877e-01,2.057007775774973013e-01,2.153890310723585721e-01,1.022514215287111949e-01,1.576676501551194653e-01,1.266204687193355216e-01,1.019567455463148420e-01,1.282198797950547531e-01,1.553959743800478188e-01
1.078125000000000000e+00,1.259380427318395612e-01,1.487003966163794599e-01,1.513032824204546545e-01,9.498101677532613807e-02,1.653082058356132311e-01,1.301649586379189649e-01,9.916565059644533164e-02,1.126792933481833847e-01,1.522065250003276360e-01
1.796875000000000000e+00,8.814685984949645337e-02,1.011721154882659901e-01,9.632298109810449871e-02,8.181084962238011071e-02,1.509894628012203588e-01,1.139673198396324166e-01,9.276810863595003065e-02,9.850648606527541429e-02,1.513455693395445723e-01
2.515625000000000000e+00,6.248130632458281930e-02,7.496129604901743959e-02,6.448126888921107414e-02,7.136173910460325009e-02,1.403354654573202021e-01,9.288246663926916225e-02,7.559515180851698879e-02,8.288915019025633324e-02,1.305195736965021336e-01
3.234375000000000000e+00,4.020463062523164238e-02,5.448165419521439762e-02,4.648019721895822048e-02,6.605550635434684348e-02,1.033156144038912261e-01,7.526282293042664551e-02,6.404828268865560281e-02,5.798171475883055759e-02,9.364849528431112846e-02
3.953125000000000000e+00,1.973256957466389475e-02,3.566809560546049113e-02,3.569787343917261296e-02,6.082297555634406244e-02,6.201656364126886117e-02,5.819969656830503019e-02,5.253292041880823493e-02,4.400928448636418772e-02,6.884384090582819360e-02
4.671875000000000000e+00,1.072561674119719768e-02,2.235115345083470151e-02,2.520697566366789100e-02,5.095326689095904665e-02,3.443854370075982718e-02,5.022637227529955922e-02,4.928462939018705968e-02,3.362969619474615729e-02,4.755475547554668253e-02
5.390625000000000000e+00,5.909493640875475122e-03,1.631490549675512075e-02,1.854288104435690074e-02,3.821432665683525964e-02,1.954885931390165990e-02,3.470142833871774080e-02,4.100149026729532631e-02,2.694948838125888618e-02,3.153576227187892406e-02
6.109375000000000000e+00,2.889419376720282415e-03,1.181050115964638915e-02,1.280102484136734671e-02,3.274548284829788269e-02,9.451576293674214882e-03,2.377872194614408935e-02,2.808032146633704373e-02,1.913347044826871346e-02,1.961935323967173989e-02
6.828125000000000000e+00,8.870452262617572027e-04,8.219532298518019212e-03,1.065122693040155590e-02,2.600299436773278669e-02,2.100210021002099723e-03,1.623280587738416131e-02,2.233224975139553106e-02,1.384066996547385700e-02,8.531287911399830851e-03
