# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.649299725879128209e-01,5.857989144740146870e+00,6.321987343611518151e-01,7.449482821519337605e+00,1.271038518138919993e-02,2.319060183117932830e-04,5.022727776464158862e-03,-1.337049341018087343e-03,1.977285047804094864e-02,8.039839765226359505e-04,1.755432108960401638e-02,3.139775398829675046e-01,3.264128381995184403e-01,3.080197222248105549e-01
