# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,1.500274251027587614e-03,2.087165238262956657e-04,1.565373928697217493e-04,6.070802971362593801e-03,7.826869643486087465e-05,1.233033002296885254e-03,2.966622510316011593e-03,1.329280302395004828e-03,2.904638289915947988e-04
-1.042187500000000000e+01,1.758933657340889254e-03,1.043582619131478329e-04,1.565373928697217493e-04,5.681063263343235324e-03,1.565373928697217493e-04,1.965413932697617980e-03,4.244953879047730534e-03,1.295781752088251892e-03,7.305078333920346674e-04
-9.703125000000000000e+00,2.426329589480687426e-03,3.913434821743042784e-04,2.869852202611564997e-04,6.901024550615594312e-03,1.565373928697217493e-04,2.587091007237370122e-03,3.498026039410617131e-03,1.494062449723232823e-03,7.565973988703216663e-04
-8.984375000000000000e+00,5.764054666336201720e-03,1.334046448123073344e-03,5.217913095657391101e-04,1.082382485740212945e-02,3.652539166960173337e-04,3.878897206490836656e-03,4.320324314062826479e-03,3.509916209012210828e-03,7.044182679137476685e-04
-8.265625000000000000e+00,7.256377811694217535e-03,1.391443492175305089e-03,1.930627845393235531e-03,1.373486608097025836e-02,8.870452262617563354e-04,6.374302026475943059e-03,8.399109467477175114e-03,4.990733187031084865e-03,1.095761750088051784e-03
-7.546875000000000000e+00,1.264541169836045330e-02,2.088407598523829914e-03,2.869852202611566407e-03,1.551084700617043864e-02,1.956717410871522747e-03,6.950260243415647653e-03,1.318678596493334451e-02,6.042878535345180303e-03,1.200120012001199563e-03
-6.828125000000000000e+00,1.642381151636423953e-02,4.499331920769723131e-03,7.200720072007198679e-03,1.871565691078074314e-02,3.626449601481891542e-03,1.082915744990647390e-02,1.864888569385102224e-02,1.080014355950643067e-02,2.661135678785272150e-03
-6.109375000000000000e+00,2.767189284623623735e-02,6.170057999588780297e-03,5.870152232614568241e-03,2.546277300709257063e-02,7.983407036355812114e-03,1.434440625142304089e-02,2.608672861089399858e-02,1.812689630167032759e-02,6.104958321919143859e-03
-5.390625000000000000e+00,5.202892004441717066e-02,1.153556349423761999e-02,9.767933315070632255e-03,4.363518139591389400e-02,1.192293142357715198e-02,3.236856891613665299e-02,3.544282036826932464e-02,2.583469049246053806e-02,1.252299142957774038e-02
-4.671875000000000000e+00,6.700582146126705940e-02,1.453014866704065329e-02,1.637207198980766831e-02,5.072399174070199579e-02,2.042812976949867979e-02,4.628359113546763604e-02,4.818715174446391858e-02,4.315722542153874186e-02,1.883666627532320365e-02
-3.953125000000000000e+00,8.607668220238126611e-02,1.817076117549644432e-02,1.939324367219328119e-02,6.408813520307270195e-02,3.034216465124766129e-02,5.934906482004650985e-02,6.435231427991557063e-02,5.606089746503779142e-02,2.499380372819878099e-02
-3.234375000000000000e+00,1.086876962899330362e-01,2.537297207981656019e-02,3.041347613022168245e-02,7.022886712942662257e-02,3.897781082456057422e-02,6.905315298067593588e-02,7.468090479869900211e-02,6.919082155649275423e-02,4.114498406362356031e-02
-2.515625000000000000e+00,1.296812911104756605e-01,4.797697161020440110e-02,5.303834731299206240e-02,8.795341072568726992e-02,6.415424151110765694e-02,8.373063167412114760e-02,8.548482409085830791e-02,9.088391211820849580e-02,6.050772301310377438e-02
-1.796875000000000000e+00,1.541009906055079703e-01,8.660070976041649160e-02,1.029633398122403454e-01,9.790779422525082432e-02,7.226809637485463733e-02,1.113437686990679104e-01,9.753039471663392523e-02,1.119721539398274290e-01,8.012707625277547263e-02
-1.078125000000000000e+00,1.639470205979002004e-01,1.670047750116598340e-01,1.811642033768560978e-01,1.093996138961488840e-01,1.021406488474921187e-01,1.240099860222723949e-01,1.087872409126256767e-01,1.200483563102421047e-01,1.142462072294169600e-01
-3.593750000000000000e-01,1.404764270024682626e-01,2.718719076876560115e-01,2.691764828656700859e-01,1.081482177087377955e-01,1.413532657613565668e-01,1.265170447027740841e-01,1.008387363805501591e-01,1.264796592155396360e-01,1.395530857433545657e-01
3.593750000000000000e-01,1.228086879399816200e-01,2.799127117680631494e-01,2.658805010935794688e-01,9.416347967594278223e-02,1.601899320366795554e-01,1.086647465076596430e-01,1.031867567303703381e-01,1.262831786371075016e-01,1.452945294529425224e-01
1.078125000000000000e+00,1.099752593510645859e-01,1.810330101333086916e-01,1.540519269318214035e-01,8.330901109048421960e-02,1.834618244433103840e-01,1.115486278246014956e-01,1.024423304077341917e-01,1.235290327451695758e-01,1.587409577078082445e-01
1.796875000000000000e+00,7.105966210572292607e-02,1.128773746939895350e-01,1.075255351622100425e-01,8.025626492342689822e-02,1.588593641972865511e-01,1.034373011205465542e-01,1.005046770005861151e-01,1.084208674237225611e-01,1.554832406317530058e-01
2.515625000000000000e+00,4.822498494474369152e-02,6.426729629484663475e-02,5.998338964331199896e-02,6.883810128830269992e-02,1.401009666183992697e-01,8.811301318638946334e-02,7.921416271120763908e-02,9.178276005654285863e-02,1.358372626560293284e-01
3.234375000000000000e+00,3.246660069733666582e-02,3.361727477095521888e-02,3.663670714897569042e-02,5.907105818662180402e-02,1.145592820151568603e-01,7.326014623787888147e-02,6.561263692715951779e-02,7.544312959724036594e-02,1.032883221432497889e-01
3.953125000000000000e+00,1.629107010079892254e-02,2.101949325367322152e-02,2.362323188840619731e-02,5.449669697311856215e-02,6.791113893998072804e-02,5.739073320961943225e-02,5.813781916783522519e-02,5.577181616002872822e-02,8.410218948316153242e-02
4.671875000000000000e+00,7.338622060963850662e-03,1.203946481604681144e-02,1.343960483004823930e-02,4.875767369408030849e-02,3.409906208012095791e-02,4.024797910447332899e-02,4.850534656036935288e-02,3.651941965251544187e-02,5.032650422232861492e-02
5.390625000000000000e+00,4.043882649134482657e-03,9.373111224165897593e-03,9.053079220965569093e-03,4.255269407697685746e-02,1.941063671584543349e-02,2.982290323894044165e-02,3.490482335236364669e-02,2.690330449889015083e-02,2.583040912786929363e-02
6.109375000000000000e+00,1.330567839392634340e-03,6.087565278266959465e-03,6.209316583832292721e-03,3.197248477254727855e-02,9.079168786443849587e-03,2.387685408857083066e-02,2.592583977157209355e-02,1.692984135750148431e-02,1.721911321566939324e-02
6.828125000000000000e+00,3.130747857394434986e-04,3.005517943098660449e-03,4.852659178961377454e-03,2.697380569254702321e-02,3.913434821743043759e-03,1.851514343980982177e-02,2.028031496195699390e-02,1.071415137865259874e-02,7.409436595833510282e-03
7.546875000000000000e+00,0.000000000000000000e+00,1.862794975149689811e-03,2.687225244263558716e-03,1.737463123601735993e-02,2.243702631132679735e-03,1.555310810584160756e-02,1.498982428031854497e-02,8.413817970425807938e-03,1.226209577479486562e-03
8.265625000000000000e+00,0.000000000000000000e+00,1.784526278714827731e-03,1.226209577479486562e-03,1.400338791643137605e-02,6.783287024354607781e-04,6.869506826459043612e-03,1.291604120234809278e-02,9.043288032056482489e-03,8.609556607834694449e-04
8.984375000000000000e+00,0.000000000000000000e+00,2.034986107306382876e-03,1.539284363218930982e-03,1.310260027436092184e-02,0.000000000000000000e+00,4.430505162317481885e-03,9.312382685372159324e-03,5.850411736217711600e-03,2.087165238262956657e-04
9.703125000000000000e+00,0.000000000000000000e+00,1.880188018801880493e-03,1.565373928697218198e-03,1.088485341606305196e-02,0.000000000000000000e+00,2.734186462124472798e-03,6.734238988768789097e-03,1.847007443219238773e-03,0.000000000000000000e+00
1.042187500000000000e+01,0.000000000000000000e+00,9.148740961052624025e-04,1.669732190610365976e-03,7.004981434598316070e-03,0.000000000000000000e+00,3.397109897325136223e-03,6.441092356640432288e-03,1.452185352314495871e-03,0.000000000000000000e+00
