# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,7.369520184426692948e-04,2.075168568418856753e-03,2.959350846970576921e-03,3.585675326462351917e-03,7.684515952124963342e-04,3.316443121532989917e-03,2.756134828273207760e-03,2.434482226583681470e-03,1.043136174089663972e-03
-1.042187500000000000e+01,1.359984744271375712e-03,3.115834321536593843e-03,4.077820837157412198e-03,4.937662138312151443e-03,1.066698482704218865e-03,4.368727761016094960e-03,4.057601957858219047e-03,3.477811544938871728e-03,1.603971431523964607e-03
-9.703125000000000000e+00,2.421988668846974686e-03,4.643768518066537961e-03,5.666442173130615580e-03,6.866924383379594508e-03,1.759171396345522937e-03,6.158148538009574832e-03,5.817600754731299187e-03,4.959896737389085652e-03,2.229185660377283086e-03
-8.984375000000000000e+00,3.972306996138656905e-03,6.749102305638270648e-03,7.954171760731243088e-03,9.273822529602624917e-03,2.902469769480355705e-03,8.654788612804376752e-03,7.853532553021748061e-03,7.023789039268355829e-03,3.549869165817646707e-03
-8.265625000000000000e+00,6.426738426295554828e-03,9.195857374592828967e-03,1.069638750900980644e-02,1.208051497470825214e-02,4.452140224554837662e-03,1.193275864786912804e-02,1.070517381791198826e-02,1.026650099879427951e-02,5.057421248168794854e-03
-7.546875000000000000e+00,9.566943132230564667e-03,1.291139027569653333e-02,1.439952207463351258e-02,1.629666316084516300e-02,6.986607818124908678e-03,1.589000576823028713e-02,1.447029681222430919e-02,1.443639830449160340e-02,7.451184380816023266e-03
-6.828125000000000000e+00,1.401200364572154251e-02,1.815511033928861664e-02,1.982757886500912184e-02,2.193500618548608130e-02,1.076893750001248727e-02,2.069208720905050397e-02,1.988817228951509850e-02,1.942494241974392424e-02,1.080928571278941958e-02
-6.109375000000000000e+00,2.033817937312445978e-02,2.480308574828225462e-02,2.671527084522109033e-02,2.874037596803632327e-02,1.568206329772669008e-02,2.725103741840318936e-02,2.637270386926907420e-02,2.602470372811306262e-02,1.602795797687348728e-02
-5.390625000000000000e+00,2.920855470846700150e-02,3.353786189672523094e-02,3.476861407629158046e-02,3.658262476617601955e-02,2.282245087017183149e-02,3.600464492929467131e-02,3.483629531478116964e-02,3.467794947696441893e-02,2.321724055252761057e-02
-4.671875000000000000e+00,3.978890346768165776e-02,4.342009740199097301e-02,4.499862133668326020e-02,4.556340266255304305e-02,3.246086842622641216e-02,4.495107117748309289e-02,4.540055433738507396e-02,4.462839053777058196e-02,3.199567305200544387e-02
-3.953125000000000000e+00,5.314879517333871706e-02,5.525474407791639009e-02,5.687134561165230195e-02,5.737248708964860083e-02,4.342993944341649176e-02,5.609524152841343508e-02,5.771056969355036620e-02,5.666122113683341732e-02,4.397516976407347955e-02
-3.234375000000000000e+00,7.033546798503850783e-02,6.931870919832920641e-02,6.980239579826241769e-02,6.943835852688187704e-02,5.844074972574411775e-02,6.775205543866522073e-02,7.131292309766934512e-02,6.993876835845724838e-02,5.907464480179060867e-02
-2.515625000000000000e+00,8.963803405842102334e-02,8.334959370618845453e-02,8.514651152310299953e-02,8.280693939182383334e-02,7.620422291623772659e-02,8.070181453949294703e-02,8.549573801503787540e-02,8.547730609724589479e-02,7.608393709746603950e-02
-1.796875000000000000e+00,1.069864644416982369e-01,9.661830337187064799e-02,9.720271706692261426e-02,9.446182460464654096e-02,9.664314680781703470e-02,9.262162209236365906e-02,9.775477140971550183e-02,9.943479853180163530e-02,9.528334432827012535e-02
-1.078125000000000000e+00,1.223363277606732691e-01,1.077663497915380408e-01,1.059049770470782970e-01,1.035820256728631622e-01,1.161860046086357068e-01,1.033917429432577584e-01,1.057023905510073858e-01,1.108240552117921024e-01,1.151251832001863457e-01
-3.593750000000000000e-01,1.356585971056066264e-01,1.148099071055022624e-01,1.106791897465429914e-01,1.090960065911139448e-01,1.324329435064012239e-01,1.087260134570902786e-01,1.093010205075471419e-01,1.177659046025364420e-01,1.312211515210110480e-01
3.593750000000000000e-01,1.407762398001045356e-01,1.165271086960913138e-01,1.092925405270152722e-01,1.073374772238802621e-01,1.440203395050943247e-01,1.088422313844520789e-01,1.098570927018648336e-01,1.161231638976204933e-01,1.418657255312375520e-01
1.078125000000000000e+00,1.358527425369815689e-01,1.105278587476638680e-01,1.038153761042828888e-01,1.028911290413512675e-01,1.448276552478652834e-01,1.034781088875413868e-01,1.037332392864401404e-01,1.089633297831431868e-01,1.436779657524941689e-01
1.796875000000000000e+00,1.211321419894256374e-01,1.002344327800441109e-01,9.470212048251888670e-02,9.404506045937860437e-02,1.349518034206035888e-01,9.394529045870461670e-02,9.519837935788133532e-02,9.745542109815093224e-02,1.320133028986485713e-01
2.515625000000000000e+00,1.000493282491236313e-01,8.718549331256442159e-02,8.344948105284551165e-02,8.251920327282381840e-02,1.136164579746834769e-01,8.224991067551074009e-02,8.314798189746122614e-02,8.303289180922829305e-02,1.128385466220588468e-01
3.234375000000000000e+00,7.362479569680359381e-02,7.220869921363524957e-02,7.102724010911669328e-02,6.976699427855631575e-02,8.930389021829823748e-02,6.971164813583541342e-02,7.061050715347068352e-02,6.897281050652209755e-02,8.771186260483943009e-02
3.953125000000000000e+00,5.013648761145285404e-02,5.849371907655510905e-02,5.884576179932228535e-02,5.644093685841389957e-02,6.151479539303741917e-02,5.851197240775743436e-02,5.830941657068728495e-02,5.498393269739564049e-02,6.167885475340485757e-02
4.671875000000000000e+00,3.120596306339331119e-02,4.587692405347162938e-02,4.604233012344262355e-02,4.419753086438778233e-02,3.885536319826526225e-02,4.716004870303475843e-02,4.625531841195912319e-02,4.249011503354824942e-02,4.009312409380309805e-02
5.390625000000000000e+00,1.742822794122120961e-02,3.409752719381357877e-02,3.558711149438793797e-02,3.528626224562110558e-02,2.173807841688843098e-02,3.695001145439466561e-02,3.545278441233660344e-02,3.208196223640989025e-02,2.402535708530798356e-02
6.109375000000000000e+00,8.523673837971697947e-03,2.519311407824485066e-02,2.669807953382205556e-02,2.743701054214455273e-02,1.105546477669207793e-02,2.912081026925059796e-02,2.627427827115426384e-02,2.391716599062888166e-02,1.291868967062650281e-02
6.828125000000000000e+00,3.771332745561842802e-03,1.808215454503061398e-02,1.989949820157145208e-02,2.090792978149968659e-02,5.134288569059801757e-03,2.222092723435996689e-02,1.971935360267068962e-02,1.785584574516229164e-02,6.231272427056095721e-03
7.546875000000000000e+00,1.612846905315470404e-03,1.263154004120369510e-02,1.467925893618660105e-02,1.533986719279187283e-02,2.026922236829245896e-03,1.656114278380546936e-02,1.429357767742430764e-02,1.265898625949436231e-02,2.817390339031263045e-03
8.265625000000000000e+00,7.617762123942006759e-04,9.012643058558112222e-03,1.054865348349791516e-02,1.107504856922264004e-02,7.601115267274505564e-04,1.196461094806014654e-02,1.028850207959372196e-02,8.914641916206025168e-03,1.133851151765992741e-03
8.984375000000000000e+00,3.468316105841897897e-04,6.253516561607506789e-03,7.564056754507675513e-03,8.078550359209185280e-03,3.283684668986562366e-04,8.667518343662980809e-03,7.175889720651837216e-03,6.357406996128096149e-03,3.423818744551106988e-04
9.703125000000000000e+00,1.020220542765678932e-04,4.384568768549386604e-03,5.211176529272432828e-03,5.912027325855694244e-03,1.039909085453312660e-04,6.145015107705144482e-03,5.173729639494794100e-03,4.380031784925614464e-03,1.521602177939889865e-04
1.042187500000000000e+01,2.901570308714707515e-05,3.009108076886273311e-03,3.714484280080303236e-03,4.308202366707640507e-03,5.057165534925104993e-05,4.302361878013048757e-03,3.709947762195701850e-03,3.247011007512504675e-03,4.610196401705069354e-05
1.114062500000000000e+01,1.468016239339093188e-05,1.861055620583740560e-03,2.556261295813877510e-03,3.140803471701783707e-03,9.379922436971473352e-06,2.964535971019978747e-03,2.668869471300654682e-03,2.412712111283852809e-03,9.404771759136816873e-06
