# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.641903320525801679e-01,5.708686915473359491e+00,6.399563179864411477e-01,7.409993206728529458e+00,-5.648681847913795268e-02,1.095456963004162732e-01,-5.265340572436163005e-03,5.105921328778378898e-03,-7.697519024085031081e-02,4.211565904922980746e-02,-1.346009242457933686e-01,3.225466631069603962e-01,3.269365029878477102e-01,3.110700746943594330e-01
