# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,1.576983049839421336e-02,1.645492982887053757e-01,9.634987093094002364e-02
-7.612499999999999822e-01,1.819081448406314680e-02,2.170246183133257567e-01,1.564768915382044878e-01
-7.087499999999999911e-01,2.412327467619765700e-02,2.842009178277614123e-01,1.893424287003080686e-01
-6.562500000000000000e-01,2.532128765858399078e-02,3.293808579248970192e-01,2.396654677440553105e-01
-6.037500000000000089e-01,3.314419328073333476e-02,3.929565795634684111e-01,3.275760793801242299e-01
-5.512499999999999067e-01,4.427023366228301920e-02,4.664652684324793741e-01,4.180935085205721435e-01
-4.987499999999999156e-01,5.433700673589833552e-02,5.432970044795271125e-01,5.493517483155063719e-01
-4.462499999999999800e-01,7.394425277671398677e-02,6.292724540649373699e-01,5.996764899548755468e-01
-3.937499999999999889e-01,7.304128719521320312e-02,6.805119620739437103e-01,6.602976264350910451e-01
-3.412499999999999423e-01,7.507841954500649173e-02,7.312280976244579511e-01,7.501674179045658697e-01
-2.887499999999999512e-01,9.949682068705480165e-02,8.153186364356489468e-01,8.188145032233536957e-01
-2.362499999999999600e-01,1.282819657536527491e-01,8.242616970915133123e-01,9.182988929989653881e-01
-1.837499999999999689e-01,1.699912703258320834e-01,8.477884169193659059e-01,9.482213607584724091e-01
-1.312499999999999778e-01,2.623710161691422127e-01,8.844886816429416987e-01,9.531170675662792302e-01
-7.874999999999998668e-02,3.800881999787130150e-01,8.994731697596702880e-01,1.021863351571923539e+00
-2.624999999999999556e-02,4.858488707880056490e-01,9.183389529818480890e-01,9.856365924169384618e-01
2.624999999999999556e-02,5.868964087161849807e-01,1.008447586927132988e+00,9.929221595161829006e-01
7.874999999999998668e-02,6.809773905620410961e-01,1.044301595216046818e+00,9.752748386025944516e-01
1.312499999999999778e-01,8.031531974494569015e-01,1.054240418163058690e+00,9.013045719512560172e-01
1.837500000000000244e-01,8.816260281919873210e-01,9.873086996100519652e-01,8.534217437132325390e-01
2.362500000000000711e-01,9.516957427151462312e-01,8.561921054582100066e-01,8.295120864518766846e-01
2.887500000000000622e-01,1.026321452582563465e+00,7.548055061561873558e-01,7.880874645907827158e-01
3.412500000000000533e-01,1.244980458784965105e+00,6.390386797972960053e-01,6.939618728504561851e-01
3.937500000000000444e-01,1.301849565229292072e+00,5.751415115813828249e-01,6.390618959321434644e-01
4.462500000000000355e-01,1.333251806830052510e+00,4.521638296835203130e-01,5.588740034444827920e-01
4.987500000000000266e-01,1.280640100636846856e+00,4.358201571443515721e-01,4.654434635837121359e-01
5.512500000000000178e-01,1.338999281508981287e+00,3.733891177073023204e-01,3.912188122069842344e-01
6.037500000000000089e-01,1.353483882191469423e+00,3.380092877403502172e-01,3.643918016472386112e-01
6.562500000000000000e-01,1.329597974943799166e+00,2.973079824353660472e-01,3.066072137420694510e-01
7.087499999999999911e-01,1.145444081651673773e+00,2.283288700888020106e-01,2.680858792713723404e-01
7.612499999999999822e-01,9.917615275826215937e-01,2.002866284107031880e-01,2.051299940623731721e-01
8.137499999999999734e-01,8.336414038265622661e-01,1.742804580748710808e-01,1.813719480921717475e-01
