# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.587904774231718275e-01,5.751421118030716428e+00,6.263043615472217995e-01,7.380720673499403084e+00,-3.002466155053006014e-02,1.646887990361532456e-03,-1.333803602704020444e-02,7.557883030490560212e-03,-1.555489377109585403e-01,-5.864510712008687114e-03,7.133946377137705130e-02,3.075926315584688875e-01,3.208887907618897528e-01,3.092079743802508274e-01
